job_index,original_task_id,instance_id,expected_terminal_action,repairability,persona_level,num_blockers,required_modes,agent_modes,mode_match_exact,mode_matched_candidate_count,path_agent_ids,route_labels,lane_sequence,leaf_type,route_preference_score,path_base_cost_sum,oracle_action,final_action,terminal_cost,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,subset_clean,subset_mismatch,policy_clean,policy_violation_count,clear_success,auxiliary_success,strict_clean,selected_blocker_ids,deferred_blocker_ids,prompt_tokens_total,completion_tokens_total,total_tokens_total,llm_call_count,json_retry_count,stage_llm_calls,stage_json_retries,policy_action_violation,policy_communication_violation,stage5_executed_tool_names,stage123_model,stage45_model,stage_models_intended,stage45_contract_prompt_v1_1b,terminal_v4_enabled,reasoning_weight_calibration_v3_enabled,mode_mismatch_report_only_v2_enabled,profile_switch_bucket,blocker_family_tags,priority_score,decision,delete_reasons,keep_basis,calibration_source
28,[mms_issue]bad_wifi_calling|break_app_both_permissions|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issuebad_wifi_calling__break_app_both_permissions__unseat_sim_cardPERSONA_Hard,repair_all,repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.38997,0.05310000000000001,3.44307,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""bad_wifi_calling"", ""break_app_both_permissions""]",[],36870.0,753.0,37623.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_sim_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim,-71.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
29,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.48942,0.05310000000000001,8.54252,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_network_preference""]","[""bad_wifi_calling""]",37440.0,903.0,38343.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,wifi_calling|network_preference|sim,-71.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
30,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_app_both_permissions__unseat_sim_cardPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.478625,0.05310000000000001,8.531725,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_wifi_calling""]","[""break_app_both_permissions""]",37849.0,769.0,38618.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_wifi_calling_status""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim,-71.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
31,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_app_sms_permission__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.490525,0.05310000000000001,3.543625,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_wifi_calling"", ""break_app_sms_permission""]",[],37753.0,828.0,38581.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_wifi_calling_status"", ""check_app_permissions""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim,-71.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
32,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_app_sms_permission__unseat_sim_cardPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.53039,0.05310000000000001,3.5834900000000003,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_sms_permission""]",[],37954.0,895.0,38849.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_sim_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|network_preference|sim,-71.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
33,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__bad_wifi_calling__break_app_storage_permission__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.50574,0.05310000000000001,3.55884,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],37964.0,820.0,38784.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_sim_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|network_preference|sim,-71.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
34,[mms_issue]bad_wifi_calling|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__break_app_both_permissions__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.531835,0.05310000000000001,8.584935,False,False,True,False,1,False,False,False,"[""unseat_sim_card"", ""data_mode_off"", ""bad_wifi_calling""]","[""break_app_both_permissions""]",37891.0,915.0,38806.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_wifi_calling_status""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim|data_mode,-71.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
35,[mms_issue]bad_wifi_calling|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_calling__break_app_both_permissions__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.605105,0.05310000000000001,3.658205,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_app_both_permissions""]",[],38493.0,980.0,39473.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_sim_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""check_network_status"", ""get_details_by_id"", ""get_details_by_id""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim|roaming_enabled_off,-71.0,not_selected_after_target_full,,passed_execution_calibration_but_not_selected_by_v3_diversity,new_llm_execution_stage123_4omini_stage45_41mini
36,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_app_storage_permission__data_mode_off__unseat_sim_cardPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.50251,0.05310000000000001,8.55561,False,False,True,False,1,False,False,False,"[""unseat_sim_card"", ""data_mode_off"", ""bad_wifi_calling""]","[""break_app_storage_permission""]",37550.0,914.0,38464.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_wifi_calling_status"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim|data_mode,-71.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
37,[mms_issue]bad_wifi_calling|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_app_storage_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.53566,0.05310000000000001,3.58876,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],38264.0,833.0,39097.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_sim_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""check_network_status"", ""get_details_by_id"", ""get_details_by_id""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,permission|wifi_calling|sim|roaming_enabled_off,-71.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
38,[mms_issue]bad_wifi_calling|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__data_mode_off__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,3.483045,0.05310000000000001,3.5361450000000003,True,True,False,True,0,True,True,True,"[""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling""]",[],37605.0,843.0,38448.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_wifi_calling_status"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,wifi_calling|sim|data_mode|roaming_enabled_off,-71.0,keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution_stage123_4omini_stage45_41mini
39,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permissionPERSONA_Hard,repair_all,repairable,Hard,4,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,5.0,5.0,3.0,2.0,3.50506,0.05310000000000001,8.558159999999999,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""bad_wifi_calling"", ""break_app_sms_permission""]","[""break_apn_mms_setting""]",38052.0,796.0,38848.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",gpt-4o-mini,gpt-4.1-mini,"[""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4o-mini"", ""gpt-4.1-mini"", ""gpt-4.1-mini""]",True,False,False,False,trap_favoring,apn|permission|wifi_calling,-70.0,delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution_stage123_4omini_stage45_41mini
