job_index,original_task_id,instance_id,expected_terminal_action,repairability,persona_level,num_blockers,required_modes,agent_modes,mode_match_exact,mode_matched_candidate_count,path_agent_ids,route_labels,lane_sequence,leaf_type,route_preference_score,path_base_cost_sum,oracle_action,final_action,terminal_cost,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,subset_clean,subset_mismatch,policy_clean,policy_violation_count,clear_success,auxiliary_success,strict_clean,selected_blocker_ids,deferred_blocker_ids,prompt_tokens_total,completion_tokens_total,total_tokens_total,llm_call_count,json_retry_count,stage_llm_calls,stage_json_retries,policy_action_violation,policy_communication_violation,stage5_executed_tool_names,decision,delete_reasons,keep_basis
20,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_app_both_permissions__user_abroad_roaming_disabled_onPERSONA_Hard,repair_subset,partially_repairable,Hard,5,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,transfer,10.5,10.5,10.5,0.0,5.18058,0.07600000000000001,15.75658,False,False,True,True,0,False,True,False,[],"[""bad_network_preference"", ""bad_wifi_calling"", ""break_app_both_permissions"", ""airplane_mode_on"", ""user_abroad_roaming_disabled_on""]",56068.0,1220.0,57288.0,16,0,"[4, 4, 2, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
21,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_app_sms_permission__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,6,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,52,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_specialist/general/target_specialist/target_specialist/target_specialist,shared,13.25,0.741,repair_all,repair_all,0.0,0.0,0.0,0.0,4.542655,0.0741,4.6167549999999995,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_sms_permission""]",[],47907.0,1384.0,49291.0,13,0,"[4, 2, 2, 3, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1
22,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__data_mode_off__data_usage_exceeded__unseat_sim_cardPERSONA_Hard,repair_subset,partially_repairable,Hard,8,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,repair_subset,2.0,2.0,0.0,2.0,4.80097,0.07600000000000001,6.87697,True,True,False,False,1,True,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions""]","[""data_usage_exceeded""]",49506.0,1744.0,51250.0,14,0,"[4, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1
23,[mms_issue]bad_wifi_calling[PERSONA:Easy],telecom_mms_task_mms_issuebad_wifi_callingPERSONA_Easy,repair_all,repairable,Easy,1,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,0.0,0.0,0.0,0.0,2.717365,0.05310000000000001,2.770465,True,True,False,True,0,True,True,True,"[""bad_wifi_calling""]",[],28953.0,754.0,29707.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_wifi_calling_status"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1
24,[mms_issue]bad_network_preference|break_app_storage_permission[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__break_app_storage_permissionPERSONA_None,repair_all,repairable,None,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_all,1.5,1.5,1.5,0.0,2.89408,0.05310000000000001,4.44718,False,False,True,True,0,False,True,False,"[""bad_network_preference"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],31368.0,670.0,32038.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status""]",delete,clear_success_false;repair_task_subset_clean_false,
25,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__break_app_both_permissions__data_usage_exceededPERSONA_Hard,repair_subset,partially_repairable,Hard,3,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_subset,repair_subset,4.0,4.0,2.0,2.0,3.02991,0.05310000000000001,7.08301,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""break_app_both_permissions""]","[""bad_wifi_calling""]",31618.0,1007.0,32625.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_app_permissions"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
26,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_app_sms_permission__user_abroad_roaming_disabled_onPERSONA_None,repair_subset,partially_repairable,None,5,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,repair_all,3.5,3.5,3.5,0.0,4.235805,0.07600000000000001,7.811805,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_sms_permission"", ""user_abroad_roaming_disabled_on""]",[],44009.0,1456.0,45465.0,14,0,"[4, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
27,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__unseat_sim_cardPERSONA_Hard,repair_all,repairable,Hard,6,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,52,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_specialist/general/target_specialist/target_specialist/target_specialist,shared,13.25,0.741,repair_all,transfer,14.5,14.5,14.5,0.0,5.06787,0.0741,19.64197,False,False,True,True,0,False,True,False,[],"[""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions"", ""airplane_mode_on"", ""unseat_sim_card""]",54242.0,1345.0,55587.0,14,0,"[4, 2, 2, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
28,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__data_usage_exceeded__unseat_sim_cardPERSONA_Easy,repair_subset,partially_repairable,Easy,8,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,transfer,18.5,18.5,16.5,2.0,5.145475,0.07600000000000001,23.721475,False,False,True,False,1,False,False,False,[],"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission"", ""data_usage_exceeded""]",53431.0,1776.0,55207.0,15,0,"[4, 4, 2, 2, 3]","[0, 0, 0, 0, 0]",True,False,"[""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_sim_status"", ""check_app_permissions"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""run_speed_test""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
29,[mms_issue]break_apn_mms_setting[PERSONA:Hard],telecom_mms_task_mms_issuebreak_apn_mms_settingPERSONA_Hard,repair_all,repairable,Hard,1,deep/fast/deep/fast/deep,deep/fast/deep/fast/deep,True,12,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n5__from__n0013__c04"", ""stage4_n4__from__n0046__c03"", ""stage5_n1__from__n0131__c01""]",target_stage1_handoff > general_stage2_core > barrier_stage3_gate > trap_stage4_execute > target_stage5_verify,target_specialist/general/barrier_private/trap/target_specialist,shared,1.25,0.681,repair_all,repair_all,1.5,1.5,1.5,0.0,3.252525,0.06810000000000001,4.820625,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_apn_mms_setting""]",[],34633.0,908.0,35541.0,12,0,"[4, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,
30,[mms_issue]break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:None],telecom_mms_task_mms_issuebreak_app_sms_permission__user_abroad_roaming_disabled_onPERSONA_None,repair_subset,partially_repairable,None,2,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_subset,repair_all,5.0,5.0,5.0,0.0,3.54348,0.0752,8.61868,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_app_sms_permission"", ""user_abroad_roaming_disabled_on""]",[],36844.0,1211.0,38055.0,12,0,"[2, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
31,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_storage_permissionPERSONA_Easy,repair_all,repairable,Easy,3,fast/fast/deep/fast/deep,fast/fast/deep/fast/deep,True,15,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n5__from__n0007__c04"", ""stage4_n4__from__n0028__c03"", ""stage5_n3__from__n0085__c02""]",general_stage1_intake > general_stage2_core > barrier_stage3_gate > trap_stage4_execute > general_stage5_verify,general/general/barrier_private/trap/general,shared,-1.75,0.656,repair_all,repair_subset,6.5,6.5,4.5,2.0,3.44097,0.0656,10.00657,False,False,True,False,1,False,False,False,"[""airplane_mode_on"", ""bad_wifi_calling"", ""break_app_storage_permission""]","[""break_apn_mms_setting""]",36274.0,1052.0,37326.0,11,0,"[2, 2, 3, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
32,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__break_apn_mms_setting__break_app_both_permissions__data_usage_exceededPERSONA_Hard,repair_subset,partially_repairable,Hard,5,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,repair_all,5.0,5.0,5.0,0.0,4.49667,0.07600000000000001,9.572669999999999,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions"", ""data_usage_exceeded""]",[],46670.0,1558.0,48228.0,14,0,"[4, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
33,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,6,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,52,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_specialist/general/target_specialist/target_specialist/target_specialist,shared,13.25,0.741,repair_all,repair_all,0.0,0.0,0.0,0.0,4.51945,0.0741,4.59355,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],47194.0,1494.0,48688.0,13,0,"[4, 2, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1
34,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_mode_off__data_usage_exceeded__user_abroad_roaming_enabled_offPERSONA_None,repair_subset,partially_repairable,None,8,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,repair_subset,2.0,2.0,0.0,2.0,4.704835,0.07600000000000001,6.780835,True,True,False,False,1,True,False,False,"[""airplane_mode_on"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]","[""data_usage_exceeded""]",49063.0,1572.0,50635.0,14,0,"[4, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1
35,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__data_mode_off__data_usage_exceeded__unseat_sim_card__user_abroad_roaming_disabled_onPERSONA_Hard,repair_subset,partially_repairable,Hard,9,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_subset,repair_subset,2.0,2.0,0.0,2.0,4.57776,0.0752,6.65296,True,True,False,False,1,True,False,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions""]","[""user_abroad_roaming_disabled_on"", ""data_usage_exceeded""]",46888.0,1742.0,48630.0,12,0,"[2, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1
36,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_app_storage_permissionPERSONA_Easy,repair_all,repairable,Easy,2,fast/fast/fast/fast/fast,fast/fast/fast/fast/fast,True,5,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n4__from__n0057__c03"", ""stage5_n4__from__n0160__c03""]",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,trap/trap/trap/trap/trap,shared,10.25,0.531,repair_all,repair_subset,2.0,2.0,2.0,0.0,2.97483,0.05310000000000001,5.02793,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""break_app_storage_permission""]","[""bad_wifi_calling""]",31058.0,985.0,32043.0,10,0,"[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,
37,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__break_app_storage_permission__data_mode_offPERSONA_Easy,repair_all,repairable,Easy,4,fast/fast/deep/deep/deep,fast/fast/deep/deep/deep,True,64,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n2__from__n0007__c01"", ""stage4_n1__from__n0025__c01"", ""stage5_n2__from__n0076__c02""]",general_stage1_intake > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_decision,general/general/target_specialist/target_specialist/target_specialist,shared,11.25,0.736,repair_all,repair_all,1.5,1.5,1.5,0.0,3.943575,0.0736,5.517175,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_app_storage_permission""]",[],41807.0,1147.0,42954.0,11,0,"[2, 2, 2, 3, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,
38,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_sms_permission__data_usage_exceededPERSONA_Hard,repair_subset,partially_repairable,Hard,6,deep/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,8,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,target_specialist/target_specialist/target_specialist/target_specialist/target_specialist,shared,15.25,0.76,repair_subset,repair_subset,9.0,9.0,7.0,2.0,4.52285,0.07600000000000001,13.59885,False,False,True,False,1,False,False,False,"[""break_apn_mms_setting"", ""break_app_sms_permission""]","[""airplane_mode_on"", ""bad_network_preference"", ""bad_wifi_calling""]",47538.0,1418.0,48956.0,14,0,"[4, 3, 2, 2, 3]","[0, 0, 0, 0, 0]",True,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
39,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__break_app_storage_permission__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,7,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,52,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_specialist/general/target_specialist/target_specialist/target_specialist,shared,13.25,0.741,repair_all,transfer,16.5,16.5,16.5,0.0,4.522765,0.0741,21.096865,False,False,True,True,0,False,True,False,[],"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",47073.0,1534.0,48607.0,13,0,"[4, 2, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_sim_status"", ""check_app_permissions"", ""check_network_mode_preference"", ""check_wifi_calling_status""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,
