job_index,original_task_id,instance_id,expected_terminal_action,repairability,persona_level,num_blockers,required_modes,agent_modes,mode_match_exact,mode_matched_candidate_count,path_agent_ids,route_labels,lane_sequence,leaf_type,route_preference_score,path_base_cost_sum,oracle_action,final_action,terminal_cost,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,subset_clean,subset_mismatch,policy_clean,policy_violation_count,clear_success,auxiliary_success,strict_clean,selected_blocker_ids,deferred_blocker_ids,prompt_tokens_total,completion_tokens_total,total_tokens_total,llm_call_count,json_retry_count,stage_llm_calls,stage_json_retries,policy_action_violation,policy_communication_violation,stage5_executed_tool_names,decision,delete_reasons,keep_basis,calibration_source
104,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_sms_permission__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_subset,6.5,6.5,6.5,0.0,5.20574,0.0752,11.78094,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]","[""airplane_mode_on"", ""user_abroad_roaming_enabled_off""]",54748.0,1624.0,56372.0,15,0,"[2, 4, 3, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_network_mode_preference""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
106,[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issuebad_network_preference__break_apn_mms_setting__break_app_sms_permission__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,5.63448,0.0752,7.20968,False,False,True,True,0,False,True,False,"[""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",[],59932.0,1589.0,61521.0,14,0,"[2, 3, 2, 5, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
107,[mms_issue]break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issuebreak_apn_mms_setting__break_app_sms_permission__data_mode_off__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,3.656615,0.0752,5.231815,False,False,True,True,0,False,True,False,"[""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""break_apn_mms_setting"", ""break_app_sms_permission"", ""bad_wifi_calling""]",[],37799.0,1305.0,39104.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
108,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__break_apn_mms_setting__break_app_storage_permission__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,transfer,13.5,13.5,13.5,0.0,4.4387,0.0752,18.0139,False,False,True,True,0,False,True,False,[],"[""airplane_mode_on"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",46000.0,1555.0,47555.0,13,0,"[2, 4, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_app_permissions"", ""check_wifi_calling_status"", ""check_network_mode_preference"", ""check_sim_status""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
109,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_storage_permission__data_mode_off__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,4.5169,0.0752,6.092099999999999,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""break_apn_mms_setting"", ""break_app_storage_permission"", ""bad_wifi_calling""]",[],46908.0,1558.0,48466.0,13,0,"[2, 4, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
111,[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__break_apn_mms_setting__break_app_storage_permission__data_mode_off__unseat_sim_cardPERSONA_None,repair_all,repairable,None,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_subset,8.5,8.5,8.5,0.0,4.91385,0.0752,13.48905,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]","[""unseat_sim_card"", ""data_mode_off"", ""bad_network_preference""]",51514.0,1574.0,53088.0,13,0,"[2, 3, 2, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_network_mode_preference""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
110,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_storage_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,4.323355,0.0752,5.898555,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""break_apn_mms_setting"", ""break_app_storage_permission"", ""bad_wifi_calling""]",[],44783.0,1520.0,46303.0,12,0,"[2, 3, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
113,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__data_mode_off__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,7,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_subset,11.0,11.0,11.0,0.0,4.718095,0.0752,15.793295,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_apn_mms_setting""]","[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference""]",50155.0,1338.0,51493.0,13,0,"[2, 4, 2, 3, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
112,[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issuebad_network_preference__break_apn_mms_setting__break_app_storage_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,5.17446,0.0752,6.7496599999999995,False,False,True,True,0,False,True,False,"[""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]",[],54528.0,1587.0,56115.0,13,0,"[2, 3, 2, 4, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
114,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_storage_permission__unseat_sim_cardPERSONA_Hard,repair_all,repairable,Hard,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_subset,6.5,6.5,6.5,0.0,4.898635,0.0752,11.473835,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]","[""airplane_mode_on"", ""unseat_sim_card""]",51667.0,1491.0,53158.0,14,0,"[2, 4, 2, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_sim_status""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
115,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_storage_permission__user_abroad_roaming_enabled_offPERSONA_Hard,repair_all,repairable,Hard,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_subset,6.5,6.5,6.5,0.0,4.748525,0.0752,11.323725,False,False,True,True,0,False,True,False,"[""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_storage_permission""]","[""airplane_mode_on"", ""user_abroad_roaming_enabled_off""]",49749.0,1529.0,51278.0,13,0,"[2, 3, 2, 3, 3]","[0, 0, 0, 0, 0]",False,False,"[""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""check_network_status"", ""check_network_mode_preference"", ""check_sim_status""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
116,[mms_issue]bad_network_preference|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issuebad_network_preference__break_apn_mms_setting__break_app_storage_permission__user_abroad_roaming_enabled_offPERSONA_Hard,repair_all,repairable,Hard,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,3.695715,0.0752,5.270915,False,False,True,True,0,False,True,False,"[""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""break_apn_mms_setting"", ""break_app_storage_permission"", ""bad_wifi_calling""]",[],38019.0,1365.0,39384.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
117,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__bad_wifi_calling__break_apn_mms_setting__data_mode_off__user_abroad_roaming_enabled_offPERSONA_Hard,repair_all,repairable,Hard,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_subset,2.0,2.0,2.0,0.0,3.95828,0.0752,6.03348,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting""]","[""data_usage_exceeded""]",40716.0,1463.0,42179.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
119,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issuebad_wifi_calling__break_apn_mms_setting__break_app_both_permissions__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,4,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,3.607655,0.0752,3.682855,True,True,False,True,0,True,True,True,"[""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_both_permissions""]",[],37155.0,1322.0,38477.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
118,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom_mms_task_mms_issueairplane_mode_on__bad_wifi_calling__break_apn_mms_setting__data_mode_off__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_Hard,repair_all,repairable,Hard,6,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,0.0,0.0,0.0,0.0,5.336385,0.0752,5.411585,True,True,False,True,0,True,True,True,"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""bad_wifi_calling"", ""break_apn_mms_setting""]",[],56289.0,1623.0,57912.0,14,0,"[2, 3, 2, 2, 5]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms"", ""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_wifi_calling_status"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",keep,,mode_match_exact=1;terminal_cost<=2;clear_success=1;repair_task_subset_clean=1,new_llm_execution
121,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_sms_permission__data_mode_off__unseat_sim_cardPERSONA_None,repair_all,repairable,None,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,transfer,13.5,13.5,13.5,0.0,4.19968,0.0752,17.77488,False,False,True,True,0,False,True,False,[],"[""airplane_mode_on"", ""unseat_sim_card"", ""data_mode_off"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission""]",43324.0,1521.0,44845.0,12,0,"[2, 3, 2, 2, 3]","[0, 0, 0, 0, 0]",False,False,"[""can_send_mms"", ""check_network_status"", ""check_apn_settings"", ""check_sim_status"", ""check_app_permissions"", ""check_network_mode_preference"", ""check_wifi_calling_status"", ""run_speed_test""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
120,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__bad_network_preference__break_apn_mms_setting__break_app_sms_permission__unseat_sim_cardPERSONA_Easy,repair_all,repairable,Easy,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,3.0,3.0,3.0,0.0,5.338,0.0752,8.4132,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""bad_network_preference"", ""bad_wifi_calling"", ""break_apn_mms_setting"", ""break_app_sms_permission"", ""data_usage_exceeded""]",[],56404.0,1599.0,58003.0,13,0,"[2, 3, 2, 4, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_network_mode_preference"", ""check_apn_settings"", ""check_wifi_calling_status"", ""check_app_permissions"", ""can_send_mms""]",delete,terminal_cost_gt_2;clear_success_false;repair_task_subset_clean_false,,new_llm_execution
122,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_sms_permission__data_mode_off__user_abroad_roaming_enabled_offPERSONA_Easy,repair_all,repairable,Easy,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,3.81888,0.0752,5.39408,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""data_mode_off"", ""user_abroad_roaming_enabled_off"", ""break_apn_mms_setting"", ""break_app_sms_permission"", ""bad_wifi_calling""]",[],39212.0,1429.0,40641.0,11,0,"[2, 3, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
123,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],telecom_mms_task_mms_issueairplane_mode_on__break_apn_mms_setting__break_app_sms_permission__unseat_sim_card__user_abroad_roaming_enabled_offPERSONA_None,repair_all,repairable,None,5,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,56,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n2__from__n0006__c02"", ""stage4_n1__from__n0024__c01"", ""stage5_n1__from__n0075__c01""]",general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,general/target_specialist/target_specialist/target_specialist/target_specialist,shared,13.25,0.752,repair_all,repair_all,1.5,1.5,1.5,0.0,4.04328,0.0752,5.61848,False,False,True,True,0,False,True,False,"[""airplane_mode_on"", ""unseat_sim_card"", ""user_abroad_roaming_enabled_off"", ""break_apn_mms_setting"", ""break_app_sms_permission"", ""bad_wifi_calling""]",[],41584.0,1496.0,43080.0,12,0,"[2, 4, 2, 2, 2]","[0, 0, 0, 0, 0]",False,False,"[""check_network_status"", ""check_sim_status"", ""check_apn_settings"", ""check_app_permissions"", ""can_send_mms"", ""get_details_by_id"", ""get_details_by_id""]",delete,clear_success_false;repair_task_subset_clean_false,,new_llm_execution
