method,episode_index,repeat_index,dataset_index,schedule_phase,task_bucket,oracle_action,final_action,raw_terminal_penalty,legacy_raw_terminal_penalty,raw_reasoning_cost_component,raw_mode_mismatch_cost_component,raw_total_cost,clear_success_proxy,auxiliary_success_proxy,strict_clean_success,required_modes,actual_modes,majority_pair,mismatch_bucket,selected_shared_path,selected_unshared_path,original_task_id
risky_ps,69,6,16,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.94661,0.5,5.02271,True,True,True,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,70,7,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.18918,2.0,4.26478,True,True,True,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,71,7,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.00319,1.5,3.06909,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,72,7,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.05754,1.5,3.12014,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,73,7,35,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.54746,0.0,3.61606,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,74,7,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.72337,0.0,3.79937,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,75,7,2,target_post_switch,target_favoring,repair_all,repair_subset,10.0,5.0,4.63905,1.5,14.707550000000001,False,True,False,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,76,7,9,target_post_switch,target_favoring,repair_subset,transfer,22.5,18.5,4.86919,0.5,27.44529,False,False,False,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,77,7,10,target_post_switch,target_favoring,repair_subset,transfer,23.5,19.5,4.65896,2.0,28.23486,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,78,7,13,target_post_switch,target_favoring,repair_subset,repair_subset,18.0,14.0,3.7527,0.0,21.8277,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,79,7,16,target_post_switch,target_favoring,repair_all,transfer,22.5,18.5,3.95171,0.0,26.530009999999997,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,80,8,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.47502,1.5,3.5413200000000002,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,81,8,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.6209,0.5,3.6969999999999996,True,True,True,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,82,8,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,10.66906,1.5,10.74436,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,83,8,35,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.46304,0.0,3.53164,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,84,8,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.44701,0.5,4.522609999999999,True,True,True,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,85,8,2,target_post_switch,target_favoring,repair_all,repair_subset,12.0,5.0,4.609765,1.5,16.686565,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/fast/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,86,8,9,target_post_switch,target_favoring,repair_subset,repair_subset,12.0,3.0,5.305385,3.5,17.368985,False,False,False,fast/deep/deep/deep/deep,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,87,8,10,target_post_switch,target_favoring,repair_subset,transfer,23.5,19.5,4.36178,3.0,27.92928,False,False,False,fast/deep/deep/deep/deep,fast/fast/fast/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,88,8,13,target_post_switch,target_favoring,repair_subset,transfer,24.5,20.5,4.88179,0.5,29.455489999999998,False,False,False,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,89,8,16,target_post_switch,target_favoring,repair_all,repair_subset,15.0,11.0,6.18543,6.0,21.24413,False,False,False,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,90,9,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.326335,3.0,4.392335,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,91,9,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.03735,1.5,3.10285,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps,92,9,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.05558,1.5,3.11908,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps,93,9,35,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.873205,3.0,4.939204999999999,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps,94,9,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.72477,0.0,3.80007,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps,95,9,2,target_post_switch,target_favoring,repair_all,repair_subset,10.0,5.0,3.76134,1.5,13.83024,False,True,False,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps,96,9,9,target_post_switch,target_favoring,repair_subset,repair_subset,12.0,3.0,4.77048,2.0,16.83448,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps,97,9,10,target_post_switch,target_favoring,repair_subset,repair_subset,12.0,3.0,3.95983,1.5,16.02563,False,False,False,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps,98,9,13,target_post_switch,target_favoring,repair_subset,repair_subset,17.0,13.0,5.25488,2.0,22.32658,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps,99,9,16,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.14945,1.5,4.22015,True,True,True,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
direct_multistage_exp3,0,0,1,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.150155,1.5,4.2219549999999995,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,1,0,3,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.889365,2.0,4.962965,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,2,0,6,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,8.552375,2.0,8.627775,True,True,True,fast/fast/fast/fast/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,3,0,15,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.462755,1.5,4.537455,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,4,0,17,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.46785,1.5,4.54045,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,5,0,18,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,6.375125,2.5,6.4495249999999995,True,True,True,fast/fast/fast/fast/fast,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:Hard]
direct_multistage_exp3,6,0,19,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.383375,2.5,5.460975,True,True,True,fast/fast/fast/fast/fast,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None]
direct_multistage_exp3,7,0,20,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,2.99385,0.5,3.0543500000000003,True,True,True,fast/fast/fast/fast/fast,fast/fast/fast/fast/deep,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Easy]
direct_multistage_exp3,8,0,21,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.98176,2.0,5.057060000000001,True,True,True,fast/fast/fast/fast/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy]
direct_multistage_exp3,9,0,22,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,13.054605,1.5,13.126105,True,True,True,fast/fast/fast/fast/fast,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,True,[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,10,1,1,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.30441,1.5,4.37451,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,11,1,3,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.42025,2.5,5.4940500000000005,True,True,True,fast/fast/fast/fast/fast,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,12,1,6,trap_pre_switch,trap_favoring,repair_all,transfer,18.0,4.5,2.89592,0.5,20.95602,False,True,False,fast/fast/fast/fast/fast,fast/fast/fast/fast/deep,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,13,1,15,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.53003,1.5,4.59653,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/fast/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,14,1,17,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,6.066,2.5,6.140499999999999,True,True,True,fast/fast/fast/fast/fast,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,15,1,18,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.735655,1.5,4.810055,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:Hard]
direct_multistage_exp3,16,1,19,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.242795,1.5,4.314695,True,True,True,fast/fast/fast/fast/fast,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None]
direct_multistage_exp3,17,1,20,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.6344,2.0,5.7076,True,True,True,fast/fast/fast/fast/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Easy]
direct_multistage_exp3,18,1,21,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.107375,1.5,4.187875,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,True,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy]
direct_multistage_exp3,19,1,22,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,3.741695,1.0,3.799695,True,True,True,fast/fast/fast/fast/fast,fast/deep/fast/fast/deep,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,20,2,1,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.161155,1.5,4.227455,True,True,True,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,21,2,3,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,4.889365,2.0,4.957565,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,22,2,6,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,9.10123,2.0,9.16793,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,23,2,15,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.195305,2.0,5.271205,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,True,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,24,2,17,trap_pre_switch,trap_favoring,repair_all,repair_all,0.0,0.0,5.19029,2.0,5.26059,True,True,True,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,25,2,2,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.06714,0.0,4.14594,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
direct_multistage_exp3,26,2,9,target_post_switch,target_favoring,repair_subset,repair_subset,23.0,19.0,4.2863,0.5,27.3624,False,True,False,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
direct_multistage_exp3,27,2,10,target_post_switch,target_favoring,repair_subset,transfer,23.5,19.5,5.199715,3.5,28.765515,False,False,False,fast/deep/deep/deep/deep,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
direct_multistage_exp3,28,2,13,target_post_switch,target_favoring,repair_subset,repair_subset,21.0,17.0,4.05888,0.0,25.134880000000003,False,False,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
direct_multistage_exp3,29,2,16,target_post_switch,target_favoring,repair_all,repair_subset,15.0,11.0,5.0199,3.0,20.085900000000002,False,True,False,fast/deep/deep/deep/deep,fast/fast/deep/deep/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
direct_multistage_exp3,30,3,32,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.50056,0.0,3.57886,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
direct_multistage_exp3,31,3,33,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.00178,3.0,4.06408,True,True,True,fast/deep/deep/deep/deep,fast/fast/fast/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
direct_multistage_exp3,32,3,34,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.41494,3.0,4.484839999999999,True,True,True,fast/deep/deep/deep/deep,fast/deep/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
direct_multistage_exp3,33,3,35,target_post_switch,target_favoring,repair_all,repair_subset,10.0,5.0,4.05657,0.0,14.13127,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
direct_multistage_exp3,34,3,36,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,3.94809,1.5,4.02599,True,True,True,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
direct_multistage_exp3,35,3,2,target_post_switch,target_favoring,repair_all,repair_all,0.0,0.0,4.76917,0.0,4.84857,True,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
direct_multistage_exp3,36,3,9,target_post_switch,target_favoring,repair_subset,repair_subset,14.0,5.0,5.98942,4.5,20.05522,False,False,False,fast/deep/deep/deep/deep,fast/fast/deep/fast/fast,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
direct_multistage_exp3,37,3,10,target_post_switch,target_favoring,repair_subset,transfer,23.5,19.5,5.51819,3.5,29.08839,False,False,False,fast/deep/deep/deep/deep,deep/fast/deep/deep/fast,mostly_deep_vs_mostly_deep_required,both_mismatch_types,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
