episode_index,repeat_index,dataset_index,schedule_phase,oracle_action,expected_terminal_action,repairability,original_task_id,oracle_selected_blockers,oracle_deferred_blockers,oracle_actions,stage5_success_condition,stage5_required_postchecks,old_final,old_terminal,old_total,old_reasoning,old_modecost_report,old_pair,old_pattern,old_actual_modes,old_required_modes,old_clear,old_aux,old_strict,old_shared,old_path_prob,old_stage_probs,old_route,old_path,old_suffix,old_replay_tools,old_executed_tools,old_missing_blockers,old_missing_tools,old_terminal_reasons,old_transition,old_cause,pf_final,pf_terminal,pf_total,pf_reasoning,pf_modecost_report,pf_pair,pf_pattern,pf_actual_modes,pf_required_modes,pf_clear,pf_aux,pf_strict,pf_shared,pf_path_prob,pf_stage_probs,pf_route,pf_path,pf_suffix,pf_replay_tools,pf_executed_tools,pf_missing_blockers,pf_missing_tools,pf_terminal_reasons,pf_transition,pf_cause,delta_terminal_pf_minus_old,delta_total_pf_minus_old,terminal_improved,terminal_worse,pair_change
52,5,34,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],user_abroad_roaming_enabled_off|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.53864,3.46794,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,True,True,True,True,0.008649421615913106,"{""stage1"": 0.5711004220700097, ""stage2"": 0.1105832762063322, ""stage3"": 0.8217437017036852, ""stage4"": 0.6666666666666666, ""stage5"": 0.25}",trap_stage1_intake > barrier_stage2_gate > general_stage3_network > general_stage4_verify > target_stage5_verify,stage1_n4__from__root__c04 > stage2_n5__from__n0004__c05 > stage3_n3__from__n0019__c01 > stage4_n3__from__n0062__c02 > stage5_n1__from__n0177__c01,stage4_n3__from__n0062__c02 > stage5_n1__from__n0177__c01,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,3.9956950000000004,3.921095,1.5,mostly_deep_vs_mostly_deep_required,fdfdd on fdddd,fdfdd,fdddd,True,True,True,False,0.0048873387323445875,"{""stage1"": 0.2249060325208878, ""stage2"": 0.24964262622269112, ""stage3"": 0.842638387495396, ""stage4"": 0.30990787186206736, ""stage5"": 0.3333333333333333}",barrier_stage1_gate > general_stage2_roaming > trap_stage3_network > barrier_stage4_gate > barrier_stage5_transfer,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n4__from__n0021__c02 > stage4_n5__from__n0069__c04 > stage5_n5__from__n0201__c03,stage4_n5__from__n0069__c04 > stage5_n5__from__n0201__c03,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,0.45705500000000043,False,False,fdddd on fdddd -> fdfdd on fdddd
53,5,35,target_post_switch,repair_all,repair_all,repairable,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],airplane_mode_on|user_abroad_roaming_enabled_off|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_subset,14.0,18.51849,4.45359,3.0,mostly_fast_vs_mostly_deep_required,fffdd on fdddd,fffdd,fdddd,False,True,False,True,0.003166710900679345,"{""stage1"": 0.20943337517744834, ""stage2"": 0.45398548099694996, ""stage3"": 0.4012105912308484, ""stage4"": 0.33205357754308384, ""stage5"": 0.25}",general_stage1_intake > trap_stage2_router > trap_stage3_network > general_stage4_verify > target_stage5_decision,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n4__from__n0008__c02 > stage4_n3__from__n0030__c02 > stage5_n2__from__n0090__c02,stage4_n3__from__n0030__c02 > stage5_n2__from__n0090__c02,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_network_mode_preference|check_sim_status,airplane_mode_on|user_abroad_roaming_enabled_off,toggle_airplane_mode|toggle_roaming,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|fast_path_on_deep_required_clear_failure_floor_14,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,repair_all,0.0,4.74304,4.66934,0.5,mostly_deep_vs_mostly_deep_required,ddddd on fdddd,ddddd,fdddd,True,True,True,True,0.001282207796601412,"{""stage1"": 0.08382352338323586, ""stage2"": 0.30728603536517224, ""stage3"": 0.3665196015099419, ""stage4"": 1.0, ""stage5"": 0.13581648037332197}",general_stage1_verify > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n2__from__n0009__c02 > stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,-14.0,-13.77545,True,False,fffdd on fdddd -> ddddd on fdddd
54,5,36,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],unseat_sim_card|data_mode_off|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.69566,3.62026,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,True,True,True,True,0.03640657154316932,"{""stage1"": 0.6256865639810907, ""stage2"": 0.2, ""stage3"": 0.5818659635508744, ""stage4"": 1.0, ""stage5"": 0.5}",trap_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_decision,stage1_n4__from__root__c04 > stage2_n1__from__n0004__c01 > stage3_n1__from__n0015__c01 > stage4_n1__from__n0050__c01 > stage5_n2__from__n0143__c02,stage4_n1__from__n0050__c01 > stage5_n2__from__n0143__c02,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|check_network_status|check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,4.41018,4.34368,3.5,mostly_deep_vs_mostly_deep_required,dffdd on fdddd,dffdd,fdddd,True,True,True,True,0.005310706695187964,"{""stage1"": 0.3994092082993219, ""stage2"": 0.21843556449318716, ""stage3"": 0.4869685129708779, ""stage4"": 0.25, ""stage5"": 0.5}",target_stage1_handoff > general_stage2_core > trap_stage3_network > general_stage4_repair > target_stage5_verify,stage1_n3__from__root__c03 > stage2_n2__from__n0003__c02 > stage3_n4__from__n0013__c03 > stage4_n2__from__n0045__c01 > stage5_n1__from__n0125__c01,stage4_n2__from__n0045__c01 > stage5_n1__from__n0125__c01,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,0.7145200000000003,False,False,fdddd on fdddd -> dffdd on fdddd
55,5,2,target_post_switch,repair_all,repair_all,repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],airplane_mode_on|unseat_sim_card|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_subset,10.0,13.84921,3.77471,1.5,mostly_deep_vs_mostly_deep_required,ffddd on fdddd,ffddd,fdddd,False,True,False,True,0.016822369614288867,"{""stage1"": 0.6144473475833424, ""stage2"": 0.110989150802682, ""stage3"": 0.45903242002299327, ""stage4"": 1.0, ""stage5"": 0.5373764240857086}",trap_stage1_intake > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,stage1_n4__from__root__c04 > stage2_n2__from__n0004__c02 > stage3_n2__from__n0016__c01 > stage4_n1__from__n0052__c01 > stage5_n1__from__n0145__c01,stage4_n1__from__n0052__c01 > stage5_n1__from__n0145__c01,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,repair_all,0.0,3.74296,3.67706,1.5,mostly_deep_vs_mostly_deep_required,ffddd on fdddd,ffddd,fdddd,True,True,True,True,0.004468838266562325,"{""stage1"": 0.19358441441774185, ""stage2"": 0.5006064156756335, ""stage3"": 0.2566134091105876, ""stage4"": 0.71880068448028, ""stage5"": 0.25}",trap_stage1_intake > general_stage2_core > general_stage3_network > general_stage4_verify > target_stage5_decision,stage1_n4__from__root__c04 > stage2_n2__from__n0004__c02 > stage3_n3__from__n0016__c02 > stage4_n3__from__n0053__c02 > stage5_n2__from__n0147__c02,stage4_n3__from__n0053__c02 > stage5_n2__from__n0147__c02,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|can_send_mms|check_network_status,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,-10.0,-10.10625,True,False,ffddd on fdddd -> ffddd on fdddd
56,5,9,target_post_switch,repair_subset,repair_subset,partially_repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],airplane_mode_on|unseat_sim_card|data_mode_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,user_abroad_roaming_disabled_on|data_usage_exceeded,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,partial_resolution_only,,repair_subset,6.0,11.09548,5.03028,1.5,mostly_deep_vs_mostly_deep_required,fdddf on fdddd,fdddf,fdddd,True,False,False,True,0.006408807572880788,"{""stage1"": 0.5705225161200417, ""stage2"": 0.08621291924921749, ""stage3"": 0.7265973977330495, ""stage4"": 0.6413521351981964, ""stage5"": 0.2796029241338466}",trap_stage1_intake > barrier_stage2_gate > general_stage3_network > general_stage4_verify > trap_stage5_terminal,stage1_n4__from__root__c04 > stage2_n5__from__n0004__c05 > stage3_n3__from__n0019__c01 > stage4_n3__from__n0062__c02 > stage5_n4__from__n0177__c04,stage4_n3__from__n0062__c02 > stage5_n4__from__n0177__c04,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,clear_but_aux_failure_floor_6,matched_terminal_action,policy_action_violation,transfer,23.5,28.847834999999996,5.281635,3.5,mostly_deep_vs_mostly_deep_required,dfddf on fdddd,dfddf,fdddd,False,False,False,True,0.011761231179579458,"{""stage1"": 0.389109935547094, ""stage2"": 0.6641802614706576, ""stage3"": 0.7281393205231537, ""stage4"": 0.25, ""stage5"": 0.25}",target_stage1_handoff > trap_stage2_router > barrier_stage3_gate > general_stage4_verify > trap_stage5_terminal,stage1_n3__from__root__c03 > stage2_n3__from__n0003__c03 > stage3_n5__from__n0014__c03 > stage4_n3__from__n0049__c02 > stage5_n4__from__n0140__c04,stage4_n3__from__n0049__c02 > stage5_n4__from__n0140__c04,,can_send_mms|check_network_status|check_apn_settings|check_sim_status,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,17.5,17.752354999999994,False,True,fdddf on fdddd -> dfddf on fdddd
57,5,10,target_post_switch,repair_subset,repair_subset,partially_repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],airplane_mode_on|unseat_sim_card|data_mode_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,user_abroad_roaming_disabled_on|data_usage_exceeded,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,partial_resolution_only,,transfer,22.5,26.669510000000002,4.09521,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,False,False,False,True,0.040703697951367614,"{""stage1"": 0.5316804599737549, ""stage2"": 0.31313062141845377, ""stage3"": 0.4342723480682038, ""stage4"": 1.0, ""stage5"": 0.5629832197179128}",trap_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_decision,stage1_n4__from__root__c04 > stage2_n1__from__n0004__c01 > stage3_n2__from__n0015__c02 > stage4_n1__from__n0051__c01 > stage5_n2__from__n0144__c02,stage4_n1__from__n0051__c01 > stage5_n2__from__n0144__c02,,can_send_mms|check_network_status|check_apn_settings|check_sim_status|check_app_permissions|check_network_mode_preference|check_wifi_calling_status|run_speed_test,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,transfer,22.5,26.66602,4.09122,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,False,False,False,True,0.02284180134005703,"{""stage1"": 0.2065785112132114, ""stage2"": 0.47174033286782313, ""stage3"": 0.525069219833033, ""stage4"": 1.0, ""stage5"": 0.44640149206687774}",trap_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,stage1_n4__from__root__c04 > stage2_n1__from__n0004__c01 > stage3_n1__from__n0015__c01 > stage4_n1__from__n0050__c01 > stage5_n1__from__n0143__c01,stage4_n1__from__n0050__c01 > stage5_n1__from__n0143__c01,,can_send_mms|check_network_status|check_apn_settings|check_sim_status|check_wifi_calling_status|check_app_permissions|check_network_mode_preference|run_speed_test,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,local_to_transfer,over_transfer_on_local_oracle,0.0,-0.0034900000000028797,False,False,fdddd on fdddd -> fdddd on fdddd
58,5,13,target_post_switch,repair_subset,repair_subset,partially_repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],airplane_mode_on|unseat_sim_card|data_mode_off|user_abroad_roaming_enabled_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,data_usage_exceeded,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,partial_resolution_only,,repair_subset,6.0,10.377265,4.302465,1.5,mostly_deep_vs_mostly_deep_required,fdfdd on fdddd,fdfdd,fdddd,True,False,False,True,0.004419115741031827,"{""stage1"": 0.117110334496364, ""stage2"": 0.4802472687229748, ""stage3"": 0.47438201841266353, ""stage4"": 0.3312661255881062, ""stage5"": 0.5}",barrier_stage1_gate > barrier_stage2_gate > trap_stage3_network > general_stage4_repair > target_stage5_decision,stage1_n5__from__root__c05 > stage2_n5__from__n0005__c03 > stage3_n4__from__n0022__c02 > stage4_n2__from__n0072__c01 > stage5_n2__from__n0208__c02,stage4_n2__from__n0072__c01 > stage5_n2__from__n0208__c02,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,clear_but_aux_failure_floor_6,matched_terminal_action,policy_action_violation,repair_subset,19.0,24.550145,5.485845,3.5,mostly_deep_vs_mostly_deep_required,dffdd on fdddd,dffdd,fdddd,False,False,False,True,0.005237027651023833,"{""stage1"": 0.29927289260073103, ""stage2"": 0.44530393872364343, ""stage3"": 0.47308935213643927, ""stage4"": 0.33225977529384204, ""stage5"": 0.25}",target_stage1_handoff > trap_stage2_router > trap_stage3_network > general_stage4_verify > target_stage5_decision,stage1_n3__from__root__c03 > stage2_n3__from__n0003__c03 > stage3_n4__from__n0014__c02 > stage4_n3__from__n0048__c02 > stage5_n2__from__n0136__c02,stage4_n3__from__n0048__c02 > stage5_n2__from__n0136__c02,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,matched_terminal_action,subset_mismatch_terminal_decision,13.0,14.172880000000001,False,True,fdfdd on fdddd -> dffdd on fdddd
59,5,16,target_post_switch,repair_all,repair_all,repairable,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],airplane_mode_on|unseat_sim_card|data_mode_off|user_abroad_roaming_enabled_off|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_subset,21.0,25.07823,4.02223,4.5,mostly_fast_vs_mostly_deep_required,ffffd on fdddd,ffffd,fdddd,False,False,False,True,0.004661356513608934,"{""stage1"": 0.45831098771072204, ""stage2"": 0.2, ""stage3"": 0.6476888594753785, ""stage4"": 0.3140621645437552, ""stage5"": 0.25}",trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > general_stage5_verify,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c03 > stage3_n4__from__n0017__c02 > stage4_n4__from__n0057__c03 > stage5_n3__from__n0160__c02,stage4_n4__from__n0057__c03 > stage5_n3__from__n0160__c02,toggle_airplane_mode,check_network_status|can_send_mms,bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_data|toggle_roaming|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|fast_path_on_deep_required_clear_failure_floor_14,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,repair_all,0.0,4.8399,4.7623,0.5,mostly_deep_vs_mostly_deep_required,ddddd on fdddd,ddddd,fdddd,True,True,True,True,0.002893403418920675,"{""stage1"": 0.09548367674709803, ""stage2"": 0.09110334539437233, ""stage3"": 0.6652356686270704, ""stage4"": 1.0, ""stage5"": 0.5}",general_stage1_verify > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n1__from__n0009__c01 > stage4_n1__from__n0032__c01 > stage5_n1__from__n0097__c01,stage4_n1__from__n0032__c01 > stage5_n1__from__n0097__c01,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_network_status|check_sim_status|check_network_mode_preference|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms|get_details_by_id|get_details_by_id,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,-21.0,-20.23833,True,False,ffffd on fdddd -> ddddd on fdddd
60,6,32,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],unseat_sim_card|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,4.3570199999999994,4.28452,3.5,mostly_deep_vs_mostly_deep_required,dffdd on fdddd,dffdd,fdddd,True,True,True,False,0.0033518250530118394,"{""stage1"": 0.24932799526663138, ""stage2"": 0.20304720815832375, ""stage3"": 0.7945011337384842, ""stage4"": 0.25, ""stage5"": 0.3333333333333333}",target_stage1_handoff > general_stage2_core > trap_stage3_network > barrier_stage4_gate > barrier_stage5_transfer,stage1_n3__from__root__c03 > stage2_n2__from__n0003__c02 > stage3_n4__from__n0013__c03 > stage4_n5__from__n0045__c04 > stage5_n5__from__n0128__c03,stage4_n5__from__n0045__c04 > stage5_n5__from__n0128__c03,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,4.11424,4.04294,1.5,mostly_deep_vs_mostly_deep_required,fdfdd on fdddd,fdfdd,fdddd,True,True,True,True,0.009198313005472358,"{""stage1"": 0.37338451850410936, ""stage2"": 0.1577101126951283, ""stage3"": 0.7302306758790702, ""stage4"": 0.4278211565663822, ""stage5"": 0.5}",barrier_stage1_gate > general_stage2_roaming > trap_stage3_network > general_stage4_repair > target_stage5_verify,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n4__from__n0021__c02 > stage4_n2__from__n0069__c01 > stage5_n1__from__n0198__c01,stage4_n2__from__n0069__c01 > stage5_n1__from__n0198__c01,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,-0.24277999999999977,False,False,dffdd on fdddd -> fdfdd on fdddd
61,6,33,target_post_switch,repair_all,repair_all,repairable,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],unseat_sim_card|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,can_send_mms_true,can_send_mms,repair_all,0.0,3.57565,3.50805,0.0,mostly_deep_vs_mostly_deep_required,fdddd on fdddd,fdddd,fdddd,True,True,True,True,0.026290630421458787,"{""stage1"": 0.36421039696352603, ""stage2"": 0.747137136551942, ""stage3"": 0.5796950442686755, ""stage4"": 0.3333333333333333, ""stage5"": 0.5}",trap_stage1_intake > general_stage2_roaming > general_stage3_network > general_stage4_repair > target_stage5_decision,stage1_n4__from__root__c04 > stage2_n4__from__n0004__c04 > stage3_n3__from__n0018__c01 > stage4_n2__from__n0059__c01 > stage5_n2__from__n0166__c02,stage4_n2__from__n0059__c01 > stage5_n2__from__n0166__c02,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,repair_all,0.0,4.68765,4.61985,3.0,mostly_fast_vs_mostly_deep_required,fdffd on fdddd,fdffd,fdddd,True,True,True,False,0.003140137268877194,"{""stage1"": 0.3528057268157067, ""stage2"": 0.09623975378773736, ""stage3"": 0.5555070426751197, ""stage4"": 0.6659305303605705, ""stage5"": 0.25}",barrier_stage1_gate > general_stage2_roaming > trap_stage3_network > trap_stage4_execute > barrier_stage5_transfer,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n4__from__n0021__c02 > stage4_n4__from__n0069__c03 > stage5_n5__from__n0200__c04,stage4_n4__from__n0069__c03 > stage5_n5__from__n0200__c04,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,check_sim_status|check_apn_settings|check_wifi_calling_status|check_app_permissions|can_send_mms,,,,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,1.1119999999999997,False,False,fdddd on fdddd -> fdffd on fdddd
