run,episode_index,dataset_index,oracle_action,final_action,transition,cause,terminal,total,pattern,pair,shared,missing_blockers,missing_tools,replay_tools,terminal_reasons,suffix,original_task_id
old,70,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.26478,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n5__from__n0040__c04 > stage5_n2__from__n0119__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
old,71,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.06909,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0053__c02 > stage5_n2__from__n0147__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
old,72,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.12014,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0056__c01 > stage5_n2__from__n0156__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
old,73,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.61606,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0059__c01 > stage5_n1__from__n0166__c01,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
old,74,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.79937,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0024__c01 > stage5_n1__from__n0075__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
old,75,2,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,10.0,14.707550000000001,fdfdd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,stage4_n2__from__n0063__c01 > stage5_n2__from__n0178__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
old,76,9,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,27.44529,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n1__from__n0032__c01 > stage5_n2__from__n0097__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
old,77,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,23.5,28.23486,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,False,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n5__from__n0049__c04 > stage5_n5__from__n0142__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
old,78,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,18.0,21.8277,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n1__from__n0024__c01 > stage5_n2__from__n0075__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
old,79,16,repair_all,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,26.530009999999997,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|invalid_local_transfer_floor_18,stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
old,80,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.5413200000000002,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0029__c01 > stage5_n2__from__n0087__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
old,81,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.6969999999999996,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0032__c01 > stage5_n2__from__n0097__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
old,82,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,10.74436,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0067__c02 > stage5_n1__from__n0193__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
old,83,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.53164,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0059__c01 > stage5_n1__from__n0166__c01,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
old,84,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.522609999999999,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0033__c01 > stage5_n2__from__n0098__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
old,85,2,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,12.0,16.686565,fddfd on fdddd,mostly_deep_vs_mostly_deep_required,True,break_apn_mms_setting,reboot_device,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n4__from__n0073__c03 > stage5_n1__from__n0214__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
old,86,9,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,12.0,17.368985,dffdd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n2__from__n0048__c01 > stage5_n1__from__n0135__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
old,87,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,23.5,27.92928,fffdd on fdddd,mostly_fast_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|fast_path_on_deep_required_clear_failure_floor_14|invalid_local_transfer_floor_18,stage4_n2__from__n0066__c01 > stage5_n1__from__n0188__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
old,88,13,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,24.5,29.455489999999998,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
old,89,16,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,15.0,21.24413,fffff on fdddd,mostly_fast_vs_mostly_deep_required,True,bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission,grant_app_permission|reboot_device|reset_apn_settings|set_network_mode_preference|toggle_wifi_calling,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|fast_path_on_deep_required_clear_failure_floor_14,stage4_n4__from__n0027__c03 > stage5_n4__from__n0081__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
old,90,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.392335,ffddf on fdddd,mostly_fast_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0065__c02 > stage5_n4__from__n0187__c04,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
old,91,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.10285,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0029__c02 > stage5_n1__from__n0088__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
old,92,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.11908,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0058__c02 > stage5_n3__from__n0163__c03,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
old,93,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.939204999999999,ffddf on fdddd,mostly_fast_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0065__c02 > stage5_n4__from__n0187__c04,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
old,94,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.80007,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0071__c01 > stage5_n2__from__n0206__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
old,95,2,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,10.0,13.83024,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10,stage4_n3__from__n0065__c02 > stage5_n3__from__n0187__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
old,96,9,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,12.0,16.83448,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n3__from__n0047__c02 > stage5_n3__from__n0134__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
old,97,10,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_terminal_decision,12.0,16.02563,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n3__from__n0029__c02 > stage5_n2__from__n0088__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
old,98,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_with_missing_oracle_repair_tools,17.0,22.32658,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,reseat_sim_card|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n1__from__n0043__c01 > stage5_n1__from__n0122__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
old,99,16,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.22015,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0065__c01 > stage5_n2__from__n0186__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,25,2,repair_all,repair_subset,repair_all_to_repair_subset,subset_mismatch_with_missing_oracle_repair_tools,12.0,17.137445,dfdfd on fdddd,mostly_deep_vs_mostly_deep_required,True,break_apn_mms_setting|break_app_storage_permission,grant_app_permission|reboot_device|reset_apn_settings,toggle_airplane_mode|reseat_sim_card|set_network_mode_preference|toggle_wifi_calling,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n4__from__n0037__c03 > stage5_n1__from__n0108__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,26,9,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,23.5,28.27114,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n3__from__n0035__c02 > stage5_n2__from__n0101__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
probfloor0002,27,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,26.63713,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n2__from__n0064__c01 > stage5_n1__from__n0182__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
probfloor0002,28,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_with_missing_oracle_repair_tools,13.0,18.042915,fddfd on fdddd,mostly_deep_vs_mostly_deep_required,True,bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions,grant_app_permission|reboot_device|reset_apn_settings|toggle_wifi_calling,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n4__from__n0070__c03 > stage5_n1__from__n0204__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
probfloor0002,29,16,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.49814,fdfdd on fdddd,mostly_deep_vs_mostly_deep_required,False,,,toggle_airplane_mode|reseat_sim_card|toggle_data|toggle_roaming|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n5__from__n0072__c04 > stage5_n5__from__n0211__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,30,32,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.14045,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,31,33,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.0975099999999998,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n5__from__n0031__c04 > stage5_n2__from__n0096__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
probfloor0002,32,34,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.8572800000000003,dfddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n3__from__n0047__c02 > stage5_n1__from__n0134__c01,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
probfloor0002,33,35,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,4.76254,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|toggle_roaming|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n1__from__n0042__c01 > stage5_n2__from__n0121__c02,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
probfloor0002,34,36,repair_all,repair_all,matched_terminal_action,no_terminal_failure_or_low_penalty,0.0,3.2592,ffddd on fdddd,mostly_deep_vs_mostly_deep_required,True,,,reseat_sim_card|toggle_data|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,,stage4_n2__from__n0031__c01 > stage5_n2__from__n0093__c02,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
probfloor0002,35,2,repair_all,transfer,local_to_transfer,over_transfer_on_local_oracle,18.5,22.6833,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|unseat_sim_card,reseat_sim_card|toggle_airplane_mode,set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|invalid_local_transfer_floor_18,stage4_n1__from__n0024__c01 > stage5_n2__from__n0075__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
probfloor0002,36,9,repair_subset,repair_subset,matched_terminal_action,policy_action_violation,6.0,11.08992,fdddf on fdddd,mostly_deep_vs_mostly_deep_required,True,,,toggle_airplane_mode|reseat_sim_card|toggle_data|set_network_mode_preference|toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,clear_but_aux_failure_floor_6,stage4_n3__from__n0068__c02 > stage5_n4__from__n0197__c04,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
probfloor0002,37,10,repair_subset,transfer,local_to_transfer,over_transfer_on_local_oracle,22.5,27.38225,ddddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card,grant_app_permission|reboot_device|reseat_sim_card|reset_apn_settings|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_wifi_calling,,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12|invalid_local_transfer_floor_18,stage4_n1__from__n0033__c01 > stage5_n1__from__n0098__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
probfloor0002,38,13,repair_subset,repair_subset,matched_terminal_action,subset_mismatch_with_missing_oracle_repair_tools,17.0,21.49145,fdddd on fdddd,mostly_deep_vs_mostly_deep_required,True,airplane_mode_on|bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off,reseat_sim_card|set_network_mode_preference|toggle_airplane_mode|toggle_data|toggle_roaming,toggle_wifi_calling|reset_apn_settings|reboot_device|grant_app_permission|grant_app_permission,subset_mismatch_base_plus_linear|local_clear_failure_floor_10|local_clear_and_aux_failure_floor_12,stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
