episode_index,repeat_index,position_in_cycle,dataset_index,original_task_id,oracle_action,seed1_terminal,seed0_terminal,terminal_delta,seed1_final,seed0_final,seed1_clear,seed0_clear,seed1_aux,seed0_aux,seed1_exact,seed0_exact,seed1_majority_pair,seed0_majority_pair,seed1_actual_modes,seed0_actual_modes,path_changed,root_changed,seed1_root,seed0_root,seed1_shared,seed0_shared,seed1_reasons,seed0_reasons,seed1_observed_loss,seed0_observed_loss,seed1_path_prob,seed0_path_prob,seed1_shared_delta,seed0_shared_delta,seed1_shared_weight_before,seed1_shared_weight_after,seed0_shared_weight_before,seed0_shared_weight_after
62,6,2,34,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_all,0.0,18.0,-18.0,repair_all,transfer,True,False,True,True,True,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/fast/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n3__from__root__c03,stage1_n2__from__root__c02,True,True,,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,0.12752544426494347,0.5850105008077544,0.003907493794339186,0.05459593930602548,-0.8044239751051785,-0.306385132688129,1.0,0.1955760248948215,0.7386728539180059,0.43228772122987685
63,6,3,35,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/fast/fast/fast,deep/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n3__from__root__c03,True,True,,,0.15122186322024772,0.1318497576736672,0.008017441244239063,0.07737739931211458,-0.6105736743987085,-0.05841942963235225,1.0,0.3894263256012916,0.7153054156067419,0.6568859859743896
64,6,4,36,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n3__from__root__c03,True,True,,,0.09398761443187938,0.10750942380183091,0.024300656018052567,0.006506061856546113,-0.17583533461988943,-0.5623015323746194,1.0,0.8241646653801106,1.0,0.4376984676253805
65,6,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,10.0,0.0,10.0,repair_subset,repair_all,False,True,True,True,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,,0.3692250942380183,0.11282229402261712,0.013378483329994915,0.046931912842898424,-0.47006229541617195,-0.11325501710654329,0.6280882601216906,0.1580259647055187,1.0,0.8867449828934567
66,6,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,14.0,22.5,-8.5,repair_subset,transfer,False,False,False,False,False,False,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/deep/fast/fast,deep/deep/deep/deep/deep,True,False,stage1_n3__from__root__c03,stage1_n3__from__root__c03,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,0.5595896607431341,0.7394655358104468,0.010173422058769713,0.09061826187381937,-0.9360883010715251,-0.28144104599954745,1.0,0.06391169892847492,0.8400506827913453,0.5586096367917979
67,6,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,22.5,6.0,16.5,transfer,repair_subset,False,True,False,False,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/fast/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n3__from__root__c03,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,clear_but_aux_failure_floor_6,0.7320453688745288,0.29450511577813676,0.014681752950299668,0.07676894744510639,-0.9173420971156805,-0.17453850160664985,1.0,0.0826579028843195,1.0,0.8254614983933501
68,6,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,25.5,22.5,3.0,transfer,transfer,False,False,False,True,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,False,False,stage1_n1__from__root__c01,stage1_n1__from__root__c01,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,0.789709746903608,0.7379235325794292,0.08088141198449152,0.0029228974538639575,-0.30226815234185156,-0.5670191228559051,0.7825435558665409,0.48027540352468934,0.567020991102535,1.8682466300090888e-06
69,6,9,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/deep/deep/deep/deep,deep/fast/deep/deep/deep,True,True,stage1_n2__from__root__c02,stage1_n3__from__root__c03,True,True,,,0.13523721055465804,0.11801965535810445,0.06086522731282907,0.006886292361027108,-0.10514682635948447,-0.575531405379407,1.0,0.8948531736405155,1.0,0.424468594620593
70,7,0,32,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/deep/deep/deep,deep/deep/deep/deep/deep,True,False,stage1_n2__from__root__c02,stage1_n2__from__root__c02,True,True,,,0.11482983306408186,0.10461900915455036,0.001087950369607588,0.048526099723505405,-0.9948940412108429,-0.09061633025582816,1.0,0.005105958789157057,0.8867449828934567,0.7961286526376286
71,7,1,33,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n3__from__root__c03,True,True,,,0.0826357027463651,0.11682687129779212,0.0038187244732450346,0.04266316566031846,-0.6610763530833088,-0.084053836164931,1.0,0.33892364691669125,0.6568859859743896,0.5728321498094586
72,7,2,34,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,True,,,0.08401023155627356,0.08522751750134626,0.0014999106707833064,0.09260454956770732,-0.9392208107083898,-0.04497419415656401,1.0,0.060779189291610226,1.0,0.955025805843436
73,7,3,35,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,False,stage1_n4__from__root__c04,stage1_n4__from__root__c04,True,True,,,0.09736295099623048,0.1128034464189553,0.015270443230676604,0.08522623164519033,-0.2729757401611276,-0.06115653799951526,1.0,0.7270242598388724,0.955025805843436,0.8938692678439207
74,7,4,36,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n3__from__root__c03,True,True,,,0.1022985998922994,0.10892864835756597,0.07493391363909747,0.06108635091137924,-0.06598166778021242,-0.0853003912628979,1.0,0.9340183322197876,1.0,0.9146996087371021
75,7,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,10.0,0.0,10.0,repair_subset,repair_all,False,True,True,True,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/fast/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n3__from__root__c03,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,,0.39600296176628974,0.11975282714054926,0.0016957613181204341,0.04935283477646556,-0.9999915069200042,-0.10450654844434193,1.0,8.493079995866137e-06,0.9146996087371021,0.8101930602927602
76,7,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,22.5,22.5,0.0,transfer,transfer,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n2__from__root__c02,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,0.7389684975767367,0.7192016693591814,0.053588642683321086,0.08071003609374228,-0.44578384913744046,-0.3213691647355992,0.8948531736405155,0.4490693245030751,0.8938692678439207,0.5725001031083216
77,7,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,23.5,22.5,1.0,transfer,transfer,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/deep/deep/deep,deep/deep/deep/deep/deep,True,False,stage1_n3__from__root__c03,stage1_n3__from__root__c03,False,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,0.7602277867528272,0.7379927302100162,0.013483354298071537,0.04437377959743399,,-0.45746104993762143,,,0.8101930602927602,0.35273201035513874
78,7,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,18.0,6.0,12.0,repair_subset,repair_subset,False,True,False,False,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,clear_but_aux_failure_floor_6,0.5877140549273021,0.2850716208939149,0.052000045551660566,0.04663489756599107,-0.2211570865642527,-0.15569760542429995,0.512291205583122,0.2911341190188693,0.5912200506079897,0.4355224451836897
79,7,9,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,22.5,0.0,22.5,transfer,repair_all,False,True,True,True,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,,0.7143244480344642,0.11409827679052235,0.05873088996679555,0.043566837029017175,-0.40302944736295027,-0.07026584137382441,0.884546421406377,0.4815169740434267,0.5725001031083216,0.5022342617344971
80,8,0,32,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n4__from__root__c04,True,True,,,0.09535056542810987,0.08421782444803447,0.021124460910672802,0.058359557951203504,-0.20203262912022013,-0.05801463154331843,1.0,0.7979673708797799,0.8333921468239522,0.7753775152806338
81,8,1,33,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/deep/deep/deep/deep,deep/fast/deep/deep/deep,True,False,stage1_n2__from__root__c02,stage1_n2__from__root__c02,True,True,,,0.09954227248249864,0.11566235864297252,0.01839168967807439,0.002638830268323962,-0.10647064077490892,-0.8882561415452185,0.4490693245030751,0.34259868372816615,1.0,0.11174385845478156
82,8,2,34,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,deep/fast/deep/deep/fast,True,True,stage1_n5__from__root__c05,stage1_n2__from__root__c02,True,True,,,0.2892934841141626,0.14240185783521808,0.0008617562614181625,0.0007202024062806792,-0.9999999486761693,-0.9999491300757104,1.0,5.1323830770781747e-08,1.0,5.086992428960228e-05
83,8,3,35,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n2__from__root__c02,True,True,,,0.09508992999461496,0.11453796445880453,0.009219028669898712,0.02679307385089381,-0.29294226551716424,-0.08319208440530129,0.7270242598388724,0.4340819943217082,0.43228772122987685,0.34909563682457556
84,8,4,36,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/deep/deep/deep/deep,deep/fast/deep/deep/deep,True,False,stage1_n2__from__root__c02,stage1_n2__from__root__c02,True,True,,,0.12177194399569195,0.1074329563812601,0.01800695915754327,0.04282042257840908,-0.13887718092615658,-0.1178965432942557,0.48407203740908467,0.3451948564829281,1.0,0.8821034567057443
85,8,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,12.0,0.0,12.0,repair_subset,repair_all,False,True,False,True,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/fast/deep,deep/fast/deep/deep/fast,True,True,stage1_n5__from__root__c05,stage1_n3__from__root__c03,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,,0.4492882337102854,0.1387285945072698,0.0022584976822676356,0.0009657101282038009,-0.9999521106352421,-0.9992404044406235,1.0,4.788936475787701e-05,1.0,0.0007595955593764975
86,8,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,12.0,22.5,-10.5,repair_subset,transfer,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/fast/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n3__from__root__c03,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,0.46766249326871295,0.7389981152396339,0.025082855316049948,0.0572295249909534,-0.6063272743110942,-0.47567528977806395,1.0,0.39367272568890577,1.0,0.524324710221936
87,8,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,23.5,21.0,2.5,transfer,repair_subset,False,False,False,True,False,False,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n5__from__root__c05,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14;invalid_local_transfer_floor_18,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,0.752,0.681995153473344,0.01024190875363822,0.007576365838826,-0.9745538464194748,-0.9888999608084046,1.0,0.02544615358052518,1.0,0.011100039191595364
88,8,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,24.5,6.0,18.5,transfer,repair_subset,False,True,False,False,False,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n2__from__root__c02,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,clear_but_aux_failure_floor_6,0.7930934302638664,0.265050619278406,0.03369155669079692,0.08592076121811534,-0.5561373959670526,-0.12936918831615785,0.8039044646720885,0.247767068705036,0.9050921560865567,0.7757229677703988
89,8,9,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,15.0,0.0,15.0,repair_subset,repair_all,False,True,False,True,False,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,,0.5720013462574044,0.11804873451803985,0.00022812668422328346,0.051686406298062613,-1.0,-0.10791787386850182,1.0,8.75651076269652e-27,1.0,0.8920821261314982
90,9,0,32,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/fast,deep/fast/deep/deep/deep,True,True,stage1_n5__from__root__c05,stage1_n2__from__root__c02,True,True,,,0.11826427032848681,0.10273451803984922,0.037232477895358315,0.04845206468912913,-0.14684897371423167,-0.10059033312404797,1.0,0.8531510262857683,1.0,0.899409666875952
91,9,1,33,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n2__from__root__c02,True,True,,,0.0835446957458266,0.11523694130317716,0.025221094906394025,0.04089204013945727,-0.15263575962953468,-0.11820689776933724,1.0,0.8473642403704653,0.899409666875952,0.7812027691066148
92,9,2,34,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,True,stage1_n4__from__root__c04,stage1_n3__from__root__c03,True,True,,,0.08398169089929994,0.16952154011847065,0.0013205912508842726,0.042574114246526414,-0.9584018844631832,-0.1805237974056425,1.0,0.04159811553681677,1.0,0.8194762025943575
93,9,3,35,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_fast_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/fast,deep/deep/deep/deep/deep,True,True,stage1_n5__from__root__c05,stage1_n2__from__root__c02,True,True,,,0.13298882606354334,0.11772670974690361,0.030108415265470687,0.01800727912339091,-0.16906296202708904,-0.22198803200114503,0.8531510262857683,0.6840880642586793,0.7961286526376286,0.5741406206364835
94,9,4,36,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],repair_all,0.0,0.0,0.0,repair_all,repair_all,True,True,True,True,True,True,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n5__from__root__c05,stage1_n4__from__root__c04,True,True,,,0.10231744749596122,0.08862331717824448,0.004545896276562016,0.07565029535658242,-0.6754717069068095,-0.04413232992289562,1.0,0.3245282930931905,0.7757229677703988,0.7315906378475032
95,9,5,2,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],repair_all,10.0,18.5,-8.5,repair_subset,transfer,False,False,True,True,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,deep/deep/deep/deep/deep,True,True,stage1_n5__from__root__c05,stage1_n3__from__root__c03,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,0.3723812600969305,0.6282288637587506,0.03011446419629621,0.019642513637998613,-0.4611275706846649,-0.44573306655436495,1.0,0.5388724293153351,0.5586096367917979,0.11287657023743293
96,9,6,9,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,12.0,12.0,0.0,repair_subset,repair_subset,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/deep/deep/deep,deep/fast/deep/deep/fast,True,True,stage1_n3__from__root__c03,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,0.45327086698976843,0.4746483575659666,0.011451569668828607,0.05240694430052955,-0.8618033287540131,-0.36418569048263727,1.0,0.13819667124598692,1.0,0.6358143095173627
97,9,7,10,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,12.0,22.5,-10.5,repair_subset,transfer,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,True,True,stage1_n1__from__root__c01,stage1_n4__from__root__c04,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,0.4314924609585353,0.7163330640818524,0.029543454796956508,0.06102964707480303,-0.5182198735141024,-0.22296018624320318,1.0,0.4817801264858976,0.5022342617344971,0.27927407549129396
98,9,8,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,17.0,17.0,0.0,repair_subset,repair_subset,False,False,False,False,False,False,mostly_deep_vs_mostly_deep_required,mostly_deep_vs_mostly_deep_required,deep/fast/deep/deep/deep,deep/fast/deep/deep/deep,True,True,stage1_n3__from__root__c03,stage1_n2__from__root__c02,True,True,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,0.6011464728056004,0.6015751211631665,0.018859821103329073,0.04068427925050995,-0.7968321160826187,-0.46095390431974614,1.0,0.2031678839173813,0.8821034567057443,0.42114955238599816
