experiment,seed,method_short,method,regime,episode_index,episode_1based,phase,switch_episode_index,switch_episode_1based,cost,oracle_cost,regret,path,path_prob,root_prob_used,root_selection_mode,root_child,root_base_alias,base_alias_path,family_label,trap_basin,target_subtree,target_good,target_bad,decoy_branch,broad_safe_basin,exact_best
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,1,2,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n3__from__root__c03"", ""stage2_n3__from__n0003__c03"", ""stage3_n3__from__n0014__c01"", ""stage4_n3__from__n0047__c02"", ""stage5_n4__from__n0134__c04""]",0.0027777777777777775,0.2,epsilon_exploit,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n3"", ""stage3_n3"", ""stage4_n3"", ""stage5_n4""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,2,3,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n4__from__root__c04"", ""stage2_n4__from__n0004__c04"", ""stage3_n3__from__n0018__c01"", ""stage4_n3__from__n0059__c02"", ""stage5_n4__from__n0167__c04""]",0.001666666666666667,0.2,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n4"", ""stage3_n3"", ""stage4_n3"", ""stage5_n4""]",ps_favored_v10_trap_basin_post_switch,True,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,3,4,pre_switch,5,6,1.0,0.05794379563204665,0.9420562043679533,"[""stage1_n5__from__root__c05"", ""stage2_n5__from__n0005__c03"", ""stage3_n3__from__n0022__c01"", ""stage4_n2__from__n0071__c01"", ""stage5_n2__from__n0206__c02""]",0.005555555555555555,0.2,epsilon_exploit,stage1_n5__from__root__c05,stage1_n5,"[""stage1_n5"", ""stage2_n5"", ""stage3_n3"", ""stage4_n2"", ""stage5_n2""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,4,5,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",0.016666666666666666,0.2,epsilon_uniform,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,5,6,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n1__from__n0004__c01"", ""stage3_n2__from__n0015__c02"", ""stage4_n1__from__n0051__c01"", ""stage5_n2__from__n0144__c02""]",0.011821163715744966,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,6,7,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n4__from__n0013__c03"", ""stage4_n3__from__n0045__c02"", ""stage5_n2__from__n0126__c02""]",0.0012313712203901005,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n4"", ""stage4_n3"", ""stage5_n2""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,7,8,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",0.019701939526241607,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,8,9,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n5__from__n0004__c05"", ""stage3_n5__from__n0019__c03"", ""stage4_n3__from__n0064__c02"", ""stage5_n2__from__n0183__c02""]",0.0012308307971778082,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n5"", ""stage3_n5"", ""stage4_n3"", ""stage5_n2""]",ps_favored_v10_trap_basin_post_switch,True,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,9,10,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n4__from__n0004__c04"", ""stage3_n5__from__n0018__c03"", ""stage4_n3__from__n0061__c02"", ""stage5_n4__from__n0173__c04""]",0.00163746747074888,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n4"", ""stage3_n5"", ""stage4_n3"", ""stage5_n4""]",ps_favored_v10_trap_basin_post_switch,True,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,10,11,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n3__from__n0016__c02"", ""stage4_n3__from__n0053__c02"", ""stage5_n3__from__n0147__c03""]",0.003639545945833844,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n3"", ""stage4_n3"", ""stage5_n3""]",ps_favored_v10_non_safe_all_shared_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,11,12,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n3__from__n0001__c03"", ""stage3_n5__from__n0008__c03"", ""stage4_n2__from__n0031__c01"", ""stage5_n1__from__n0093__c01""]",0.0032836565877069346,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n3"", ""stage3_n5"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,12,13,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n3__from__n0003__c03"", ""stage3_n3__from__n0014__c01"", ""stage4_n3__from__n0047__c02"", ""stage5_n2__from__n0134__c02""]",0.0048713623849905695,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n3"", ""stage3_n3"", ""stage4_n3"", ""stage5_n2""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,13,14,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n1__from__n0002__c01"", ""stage3_n2__from__n0009__c02"", ""stage4_n1__from__n0033__c01"", ""stage5_n2__from__n0098__c02""]",0.019701939526241607,0.23642327431489932,frozen_root_post_switch,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,14,15,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n3__from__n0017__c01"", ""stage4_n3__from__n0056__c02"", ""stage5_n1__from__n0157__c01""]",0.008906252067461247,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n3"", ""stage3_n3"", ""stage4_n3"", ""stage5_n1""]",ps_favored_v10_non_safe_all_shared_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,15,16,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n2__from__n0122__c02""]",0.02688921876326384,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,16,17,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n4__from__n0007__c03"", ""stage4_n3__from__n0027__c02"", ""stage5_n3__from__n0080__c03""]",0.0018267608943714636,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n4"", ""stage4_n3"", ""stage5_n3""]",ps_favored_v10_avg_baited_corridor_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,17,18,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n2__from__n0002__c02"", ""stage3_n4__from__n0010__c03"", ""stage4_n3__from__n0036__c02"", ""stage5_n4__from__n0103__c04""]",0.0018267608943714636,0.23642327431489932,frozen_root_post_switch,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n2"", ""stage3_n4"", ""stage4_n3"", ""stage5_n4""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,18,19,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n2__from__root__c02"", ""stage2_n1__from__n0002__c01"", ""stage3_n1__from__n0009__c01"", ""stage4_n1__from__n0032__c01"", ""stage5_n2__from__n0097__c02""]",0.002388807593711576,0.23642327431489932,frozen_root_post_switch,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n1"", ""stage3_n1"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,eps,epsilon_exp3,freeze_layer1_post_switch,19,20,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n2__from__root__c02"", ""stage2_n3__from__n0002__c03"", ""stage3_n4__from__n0011__c02"", ""stage4_n4__from__n0039__c03"", ""stage5_n3__from__n0114__c02""]",0.0045740132493805544,0.23642327431489932,frozen_root_post_switch,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n3"", ""stage3_n4"", ""stage4_n4"", ""stage5_n3""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,0,1,pre_switch,5,6,1.0,0.05794379563204665,0.9420562043679533,"[""stage1_n5__from__root__c05"", ""stage2_n3__from__n0005__c01"", ""stage3_n4__from__n0020__c02"", ""stage4_n5__from__n0066__c04"", ""stage5_n2__from__n0191__c01""]",0.0018518518518518515,0.2,epsilon_exploit,stage1_n5__from__root__c05,stage1_n5,"[""stage1_n5"", ""stage2_n3"", ""stage3_n4"", ""stage4_n5"", ""stage5_n2""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,1,2,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n2__from__root__c02"", ""stage2_n1__from__n0002__c01"", ""stage3_n2__from__n0009__c02"", ""stage4_n1__from__n0033__c01"", ""stage5_n1__from__n0098__c01""]",0.019732598848055498,0.23679118617666597,epsilon_exploit,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_exact_best_post_switch,False,True,True,False,False,True,True
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,2,3,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n3__from__n0013__c02"", ""stage4_n2__from__n0044__c01"", ""stage5_n1__from__n0123__c01""]",0.0049331497120138745,0.23679118617666597,epsilon_exploit,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n3"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,3,4,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n2__from__n0007__c01"", ""stage4_n1__from__n0025__c01"", ""stage5_n1__from__n0076__c01""]",0.009866299424027749,0.23679118617666597,epsilon_exploit,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_avg_baited_corridor_post_switch,False,False,False,False,True,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,4,5,pre_switch,5,6,0.0,0.05794379563204665,-0.05794379563204665,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n4__from__n0016__c03"", ""stage4_n3__from__n0054__c02"", ""stage5_n3__from__n0149__c03""]",0.0007399724568020812,0.23679118617666597,epsilon_exploit,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n4"", ""stage4_n3"", ""stage5_n3""]",ps_favored_v10_non_safe_all_shared_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,5,6,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n2__from__root__c02"", ""stage2_n3__from__n0002__c03"", ""stage3_n4__from__n0011__c02"", ""stage4_n2__from__n0039__c01"", ""stage5_n2__from__n0112__c02""]",0.0032836565877069346,0.23642327431489932,frozen_root_post_switch,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n3"", ""stage3_n4"", ""stage4_n2"", ""stage5_n2""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,6,7,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n2__from__root__c02"", ""stage2_n2__from__n0002__c02"", ""stage3_n4__from__n0010__c03"", ""stage4_n3__from__n0036__c02"", ""stage5_n4__from__n0103__c04""]",0.0012313712203901005,0.23642327431489932,frozen_root_post_switch,stage1_n2__from__root__c02,stage1_n2,"[""stage1_n2"", ""stage2_n2"", ""stage3_n4"", ""stage4_n3"", ""stage5_n4""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,7,8,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n2__from__n0013__c01"", ""stage4_n1__from__n0043__c01"", ""stage5_n1__from__n0122__c01""]",0.009850969763120804,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,8,9,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n3__from__n0001__c03"", ""stage3_n4__from__n0008__c02"", ""stage4_n2__from__n0030__c01"", ""stage5_n2__from__n0089__c02""]",0.0032836565877069346,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n3"", ""stage3_n4"", ""stage4_n2"", ""stage5_n2""]",ps_favored_v10_decoy_branch_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,9,10,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n1__from__n0003__c01"", ""stage3_n2__from__n0012__c02"", ""stage4_n1__from__n0042__c01"", ""stage5_n2__from__n0121__c02""]",0.019701939526241607,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,10,11,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n3__from__n0004__c03"", ""stage3_n4__from__n0017__c02"", ""stage4_n5__from__n0057__c04"", ""stage5_n2__from__n0161__c01""]",0.0013134626350827737,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n3"", ""stage3_n4"", ""stage4_n5"", ""stage5_n2""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,11,12,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n4__from__n0013__c03"", ""stage4_n4__from__n0045__c03"", ""stage5_n1__from__n0127__c01""]",0.0018267608943714636,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n4"", ""stage4_n4"", ""stage5_n1""]",ps_favored_v10_balancing_candidate_post_switch,False,False,False,False,True,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,12,13,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n5__from__n0007__c04"", ""stage4_n5__from__n0028__c04"", ""stage5_n5__from__n0086__c03""]",0.0024356811924952848,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n5"", ""stage4_n5"", ""stage5_n5""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,13,14,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n3__from__root__c03"", ""stage2_n2__from__n0003__c02"", ""stage3_n5__from__n0013__c04"", ""stage4_n2__from__n0046__c01"", ""stage5_n1__from__n0129__c01""]",0.003653521788742927,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n2"", ""stage3_n5"", ""stage4_n2"", ""stage5_n1""]",ps_favored_v10_one_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,14,15,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n1__from__n0006__c01"", ""stage4_n1__from__n0023__c01"", ""stage5_n1__from__n0074__c01""]",0.05377843752652768,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n1"", ""stage3_n1"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_avg_baited_corridor_post_switch,False,True,True,False,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,15,16,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n1__from__n0001__c01"", ""stage3_n1__from__n0006__c01"", ""stage4_n1__from__n0023__c01"", ""stage5_n2__from__n0074__c02""]",0.05377843752652768,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n1"", ""stage3_n1"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_avg_baited_corridor_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,16,17,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n1__from__n0004__c01"", ""stage3_n2__from__n0015__c02"", ""stage4_n1__from__n0051__c01"", ""stage5_n2__from__n0144__c02""]",0.0147699695661337,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n1"", ""stage3_n2"", ""stage4_n1"", ""stage5_n2""]",ps_favored_v10_target_bad_post_switch,False,True,False,True,False,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,17,18,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n1__from__root__c01"", ""stage2_n2__from__n0001__c02"", ""stage3_n2__from__n0007__c01"", ""stage4_n1__from__n0025__c01"", ""stage5_n1__from__n0076__c01""]",0.008725863789412557,0.23642327431489932,frozen_root_post_switch,stage1_n1__from__root__c01,stage1_n1,"[""stage1_n1"", ""stage2_n2"", ""stage3_n2"", ""stage4_n1"", ""stage5_n1""]",ps_favored_v10_avg_baited_corridor_post_switch,False,False,False,False,True,True,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,18,19,post_switch,5,6,0.0,0.01,-0.01,"[""stage1_n3__from__root__c03"", ""stage2_n3__from__n0003__c03"", ""stage3_n5__from__n0014__c03"", ""stage4_n5__from__n0049__c04"", ""stage5_n5__from__n0142__c03""]",0.005975381947391964,0.23642327431489932,frozen_root_post_switch,stage1_n3__from__root__c03,stage1_n3,"[""stage1_n3"", ""stage2_n3"", ""stage3_n5"", ""stage4_n5"", ""stage5_n5""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,1,eps,epsilon_exp3,freeze_layer1_post_switch,19,20,post_switch,5,6,1.0,0.01,0.99,"[""stage1_n4__from__root__c04"", ""stage2_n2__from__n0004__c02"", ""stage3_n5__from__n0016__c04"", ""stage4_n5__from__n0055__c04"", ""stage5_n4__from__n0155__c02""]",0.00163746747074888,0.23642327431489932,frozen_root_post_switch,stage1_n4__from__root__c04,stage1_n4,"[""stage1_n4"", ""stage2_n2"", ""stage3_n5"", ""stage4_n5"", ""stage5_n4""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
llm_v5_no_archetype_intervention_layer1_d4_eta03_eps001_r2_3methods_fixed_layer1_prob_sanity,0,exp,direct_multistage_exp3,dynamic,0,1,pre_switch,5,6,1.0,0.05794379563204665,0.9420562043679533,"[""stage1_n5__from__root__c05"", ""stage2_n5__from__n0005__c03"", ""stage3_n4__from__n0022__c02"", ""stage4_n3__from__n0072__c02"", ""stage5_n3__from__n0209__c03""]",0.0013888888888888887,0.2,direct_exploit,stage1_n5__from__root__c05,stage1_n5,"[""stage1_n5"", ""stage2_n5"", ""stage3_n4"", ""stage4_n3"", ""stage5_n3""]",ps_favored_v10_multi_barrier_post_switch,False,False,False,False,False,False,False
