method,episode_index,phase,bucket,specialist,archetype,oracle_action,final_action,agent_modes,task_reqs,stage_pairs,agent_fast_count,task_fast_count,ff,fast_on_deep,deep_on_fast,dd,match_count,match_rate,agent_majority,task_majority,pair_class,raw_terminal_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,terminal_success_proxy,policy_clean_proxy,policy_violation_count,clear_success_no_fallback,aux_exec_success,total_tokens,selected_path,original_task_id
risky_ps_linear,3,trap_pre_switch,trap_favoring,False,neutral,repair_subset,repair_subset,DFDDD,FFFFF,"D/F,F/F,D/F,D/F,D/F",1,5,1,0,4,0,1,0.2,deep,fast,agent_deep__task_fast,4.0,4.8826,0.0758,8.958400000000001,False,False,False,1,,,40546.0,stage1_n3__from__root__c03 > stage2_n3__from__n0003__c03 > stage3_n5__from__n0014__c03 > stage4_n5__from__n0049__c04 > stage5_n2__from__n0142__c01,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard]
risky_ps_linear,4,trap_pre_switch,trap_favoring,False,neutral,repair_all,repair_all,DFFDD,FFFFF,"D/F,F/F,F/F,D/F,D/F",2,5,2,0,3,0,2,0.4,deep,fast,agent_deep__task_fast,1.5,4.95598,0.06420000000000001,6.52018,False,False,True,0,,,42802.0,stage1_n2__from__root__c02 > stage2_n3__from__n0002__c03 > stage3_n4__from__n0011__c02 > stage4_n2__from__n0039__c01 > stage5_n1__from__n0112__c01,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,5,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D",1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,2.0,5.011345,0.0752,7.086545000000001,True,True,False,1,,,54802.0,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n2__from__n0006__c02 > stage4_n1__from__n0024__c01 > stage5_n1__from__n0075__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,6,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,DFDFF,FDDDD,"D/F,F/D,D/D,F/D,F/D",3,1,0,3,1,1,1,0.2,fast,deep,agent_fast__task_deep,5.0,5.994275,0.0632,11.057475,False,False,False,1,,,44923.0,stage1_n2__from__root__c02 > stage2_n3__from__n0002__c03 > stage3_n5__from__n0011__c03 > stage4_n4__from__n0040__c03 > stage5_n4__from__n0118__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,7,target_post_switch,target_favoring,True,trap_like_bad,repair_all,transfer,FFFDD,FDDDD,"F/F,F/D,F/D,D/D,D/D",3,1,1,2,0,2,3,0.6,fast,deep,agent_fast__task_deep,18.5,6.525803,0.0601,25.085903,False,False,True,0,,,64869.28,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c03 > stage3_n4__from__n0017__c02 > stage4_n3__from__n0057__c02 > stage5_n1__from__n0159__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,8,target_post_switch,target_favoring,True,trap_like_bad,repair_subset,transfer,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D",1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,16.5,6.161736,0.0726,22.734336000000003,False,False,True,0,,,66265.78,stage1_n4__from__root__c04 > stage2_n4__from__n0004__c04 > stage3_n5__from__n0018__c03 > stage4_n5__from__n0061__c04 > stage5_n5__from__n0175__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,9,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,DFFDD,FDDDD,"D/F,F/D,F/D,D/D,D/D",2,1,0,2,1,2,2,0.4,deep,deep,agent_deep__task_deep,15.0,5.048185,0.0731,20.121285,False,False,False,1,,,45937.0,stage1_n3__from__root__c03 > stage2_n2__from__n0003__c02 > stage3_n4__from__n0013__c03 > stage4_n5__from__n0045__c04 > stage5_n5__from__n0128__c03,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,10,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,DFDDD,FDDDD,"D/F,F/D,D/D,D/D,D/D",1,1,0,1,1,3,3,0.6,deep,deep,agent_deep__task_deep,3.0,5.017355,0.0669,8.084255,False,False,False,1,,,50088.0,stage1_n2__from__root__c02 > stage2_n3__from__n0002__c03 > stage3_n3__from__n0011__c01 > stage4_n2__from__n0038__c01 > stage5_n2__from__n0110__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,11,target_post_switch,target_favoring,True,neutral,repair_all,repair_all,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D",1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,0.0,4.897955,0.07410000000000001,4.972054999999999,True,True,True,0,,,52460.0,stage1_n5__from__root__c05 > stage2_n4__from__n0005__c02 > stage3_n3__from__n0021__c01 > stage4_n2__from__n0068__c01 > stage5_n2__from__n0196__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,12,target_post_switch,target_favoring,True,neutral,repair_subset,transfer,FFDDF,FDDDD,"F/F,F/D,D/D,D/D,F/D",3,1,1,2,0,2,3,0.6,fast,deep,agent_fast__task_deep,19.5,4.55484,0.06699999999999999,24.12184,False,False,False,1,,,40275.0,stage1_n5__from__root__c05 > stage2_n3__from__n0005__c01 > stage3_n3__from__n0020__c01 > stage4_n3__from__n0065__c02 > stage5_n4__from__n0187__c04,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy]
risky_ps_linear,13,target_post_switch,target_favoring,True,neutral,repair_subset,transfer,DDDDD,FDDDD,"D/F,D/D,D/D,D/D,D/D",0,1,0,0,1,4,4,0.8,deep,deep,agent_deep__task_deep,20.5,5.510575,0.07750000000000001,26.088075,False,False,False,1,,,57022.0,stage1_n3__from__root__c03 > stage2_n1__from__n0003__c01 > stage3_n2__from__n0012__c02 > stage4_n1__from__n0042__c01 > stage5_n1__from__n0121__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps_linear,14,target_post_switch,target_favoring,False,neutral,transfer,transfer,FFFDD,FDDDD,"F/F,F/D,F/D,D/D,D/D",3,1,1,2,0,2,3,0.6,fast,deep,agent_fast__task_deep,1.0,4.338775,0.0678,5.406575,False,False,True,0,,,41887.0,stage1_n5__from__root__c05 > stage2_n3__from__n0005__c01 > stage3_n4__from__n0020__c02 > stage4_n2__from__n0066__c01 > stage5_n2__from__n0188__c02,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None]
risky_ps_linear,15,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D",1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,2.0,4.5679,0.07900000000000001,6.6469000000000005,True,True,False,1,,,48601.0,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n2__from__n0074__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,16,target_post_switch,target_favoring,True,neutral,repair_subset,repair_subset,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D",1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,13.0,5.315305,0.07750000000000001,18.392805000000003,False,False,False,1,,,58060.0,stage1_n1__from__root__c01 > stage2_n1__from__n0001__c01 > stage3_n1__from__n0006__c01 > stage4_n1__from__n0023__c01 > stage5_n1__from__n0074__c01,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,17,target_post_switch,target_favoring,True,neutral,repair_all,repair_subset,FDDDD,FDDDD,"F/F,D/D,D/D,D/D,D/D",1,1,1,0,0,4,5,1.0,deep,deep,agent_deep__task_deep,11.0,5.33375,0.0795,16.413249999999998,False,False,True,0,,,58052.0,stage1_n5__from__root__c05 > stage2_n5__from__n0005__c03 > stage3_n5__from__n0022__c03 > stage4_n2__from__n0073__c01 > stage5_n2__from__n0212__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,18,target_post_switch,target_favoring,True,neutral,repair_subset,transfer,FFDDD,FDDDD,"F/F,F/D,D/D,D/D,D/D",2,1,1,1,0,3,4,0.8,deep,deep,agent_deep__task_deep,19.5,4.55802,0.06780000000000001,24.125819999999997,False,False,False,1,,,46487.0,stage1_n1__from__root__c01 > stage2_n3__from__n0001__c03 > stage3_n3__from__n0008__c01 > stage4_n3__from__n0029__c02 > stage5_n2__from__n0088__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,19,target_post_switch,target_favoring,True,neutral,repair_subset,transfer,DDDDD,FDDDD,"D/F,D/D,D/D,D/D,D/D",0,1,0,0,1,4,4,0.8,deep,deep,agent_deep__task_deep,21.5,5.92007,0.0753,27.495369999999998,False,False,False,1,,,61232.0,stage1_n2__from__root__c02 > stage2_n1__from__n0002__c01 > stage3_n2__from__n0009__c02 > stage4_n1__from__n0033__c01 > stage5_n2__from__n0098__c02,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
