method,episode_index,episode_1based,phase,schedule_phase,repeat_index,position_in_cycle,dataset_index,original_task_id,expected_terminal_action,oracle_action,final_action,terminal_cost,reasoning_cost,total_cost,exact_match,subset_mismatch,policy_violation_count,actual_modes,required_modes,actual_fast_count,actual_deep_count,required_fast_count,required_deep_count,actual_majority,required_majority,majority_pair,mismatch_bucket,post_switch_probability_freeze_active,post_switch_probability_freeze_mode,root_child_id,root_selection_mode,leaf_type,selected_shared_path,selected_unshared_path,clear_execution_success,assistant_side_required,assistant_side_tool_calls,assistant_execution_status,assistant_execution_success
direct_multistage_exp3,48,49,post_switch,target_post_switch,4,8,40,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,transfer,18.5,4.90674,23.46544,False,True,1,fast/deep/fast/fast/fast,fast/deep/deep/deep/deep,4,1,1,4,mostly_fast,mostly_deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,49,50,post_switch,target_post_switch,4,9,46,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_subset,repair_subset,transfer,21.5,6.13015,27.69575,False,True,1,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,50,51,post_switch,target_post_switch,5,0,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,transfer,17.5,4.374005,21.952405,False,True,1,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,unshared,False,True,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,51,52,post_switch,target_post_switch,5,1,65,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,repair_all,transfer,18.5,5.168415,23.735515,False,True,0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,False,0,not_required,
direct_multistage_exp3,52,53,post_switch,target_post_switch,5,2,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],repair_subset,repair_subset,repair_subset,5.0,5.59966,10.65746,False,True,1,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,4,1,1,4,mostly_fast,mostly_deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,53,54,post_switch,target_post_switch,5,3,17,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_subset,repair_subset,transfer,20.5,5.56438,26.14228,False,True,1,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,54,55,post_switch,target_post_switch,5,4,67,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],transfer,transfer,transfer,3.0,4.92677,8.00087,False,True,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,55,56,post_switch,target_post_switch,5,5,35,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,repair_subset,repair_subset,3.0,4.182775,7.255275,False,True,1,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n5__from__root__c05,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,56,57,post_switch,target_post_switch,5,6,51,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,repair_subset,repair_subset,14.0,5.09768,19.17558,False,True,1,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,57,58,post_switch,target_post_switch,5,7,45,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_all,repair_all,repair_subset,11.0,5.53384,16.61134,False,True,0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,False,0,not_required,
direct_multistage_exp3,58,59,post_switch,target_post_switch,5,8,40,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,transfer,19.5,4.58558,24.15598,False,True,1,fast/fast/deep/deep/fast,fast/deep/deep/deep/deep,3,2,1,4,mostly_fast,mostly_deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,1,assistant_tool_called_but_not_clean,False
direct_multistage_exp3,59,60,post_switch,target_post_switch,5,9,46,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_subset,repair_subset,transfer,21.5,5.43281,26.99711,False,True,1,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,60,61,post_switch,target_post_switch,6,0,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,transfer,16.5,4.79399,21.36239,False,True,1,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,61,62,post_switch,target_post_switch,6,1,65,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,repair_all,repair_subset,11.0,5.319215,16.392715,False,True,0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,False,0,not_required,
direct_multistage_exp3,62,63,post_switch,target_post_switch,6,2,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],repair_subset,repair_subset,repair_subset,2.0,5.020695,7.0958950000000005,True,False,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,63,64,post_switch,target_post_switch,6,3,17,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_subset,repair_subset,transfer,21.5,5.42699,26.98889,False,True,1,deep/fast/fast/deep/fast,fast/deep/deep/deep/deep,3,2,1,4,mostly_fast,mostly_deep,mostly_fast_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,64,65,post_switch,target_post_switch,6,4,67,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],transfer,transfer,transfer,1.0,4.95659,6.02399,False,True,0,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,65,66,post_switch,target_post_switch,6,5,35,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,repair_subset,repair_subset,2.0,4.57946,6.646660000000001,True,False,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,66,67,post_switch,target_post_switch,6,6,51,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,repair_subset,repair_subset,14.0,6.086935,20.165935,False,True,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,67,68,post_switch,target_post_switch,6,7,45,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_all,repair_all,transfer,18.5,5.81805,24.39525,False,True,0,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n2__from__root__c02,frozen_tree_post_switch,shared,True,False,False,False,0,not_required,
direct_multistage_exp3,68,69,post_switch,target_post_switch,6,8,40,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,transfer,19.5,4.500815,24.071815,False,True,1,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,69,70,post_switch,target_post_switch,6,9,46,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_subset,repair_subset,transfer,20.5,5.25685,25.83005,False,True,1,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,70,71,post_switch,target_post_switch,7,0,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,repair_subset,2.0,5.463785,7.539785,True,False,1,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,71,72,post_switch,target_post_switch,7,1,65,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,repair_all,transfer,18.5,5.88445,24.45975,False,True,0,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n2__from__root__c02,frozen_tree_post_switch,shared,True,False,False,False,0,not_required,
direct_multistage_exp3,72,73,post_switch,target_post_switch,7,2,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],repair_subset,repair_subset,transfer,18.5,4.966295,23.545295,False,True,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,73,74,post_switch,target_post_switch,7,3,17,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_subset,repair_subset,repair_subset,13.0,5.90667,18.97627,False,True,1,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,74,75,post_switch,target_post_switch,7,4,67,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],transfer,transfer,transfer,1.0,4.44516,5.51866,False,True,0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,75,76,post_switch,target_post_switch,7,5,35,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,repair_subset,repair_subset,19.0,4.30202,23.374419999999997,False,True,0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,2,assistant_tool_called_but_not_clean,False
direct_multistage_exp3,76,77,post_switch,target_post_switch,7,6,51,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,repair_subset,repair_subset,13.0,4.683,17.755200000000002,False,True,1,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n5__from__root__c05,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,77,78,post_switch,target_post_switch,7,7,45,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_all,repair_all,transfer,18.5,5.25912,23.83172,False,True,0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,unshared,False,True,False,False,0,not_required,
direct_multistage_exp3,78,79,post_switch,target_post_switch,7,8,40,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,transfer,18.5,4.972755,23.547954999999998,False,True,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,79,80,post_switch,target_post_switch,7,9,46,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_subset,repair_subset,repair_subset,5.0,5.69318,10.757480000000001,False,True,1,deep/fast/fast/fast/deep,fast/deep/deep/deep/deep,3,2,1,4,mostly_fast,mostly_deep,mostly_fast_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,unshared,False,True,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,80,81,post_switch,target_post_switch,8,0,16,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,repair_subset,2.0,4.832845,6.898645,True,False,1,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n4__from__root__c04,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,81,82,post_switch,target_post_switch,8,1,65,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_all,repair_all,repair_all,0.0,5.48699,5.564489999999999,True,False,0,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,True,False,0,not_required,
direct_multistage_exp3,82,83,post_switch,target_post_switch,8,2,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],repair_subset,repair_subset,repair_subset,3.0,5.162665,8.236765,False,True,1,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,83,84,post_switch,target_post_switch,8,3,17,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],repair_subset,repair_subset,repair_subset,13.0,5.73922,18.81332,False,True,1,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,84,85,post_switch,target_post_switch,8,4,67,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],transfer,transfer,transfer,3.0,5.4559,8.524,False,True,1,deep/fast/deep/fast/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,1,assistant_tool_called_but_not_clean,False
direct_multistage_exp3,85,86,post_switch,target_post_switch,8,5,35,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],repair_subset,repair_subset,repair_subset,3.0,4.177845,7.249845,False,True,1,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,True,full_tree_child_marginal_at_switch,stage1_n5__from__root__c05,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,86,87,post_switch,target_post_switch,8,6,51,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_subset,repair_subset,repair_subset,14.0,5.11604,19.193939999999998,False,True,1,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
direct_multistage_exp3,87,88,post_switch,target_post_switch,8,7,45,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],repair_all,repair_all,repair_subset,11.0,5.21645,16.29225,False,True,0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,1,4,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,True,full_tree_child_marginal_at_switch,stage1_n1__from__root__c01,frozen_tree_post_switch,shared,True,False,False,False,0,not_required,
direct_multistage_exp3,88,89,post_switch,target_post_switch,8,8,40,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],repair_subset,repair_subset,repair_subset,15.5,5.436195,21.000394999999997,False,True,1,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,2,3,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,1,assistant_tool_called_but_not_clean,False
direct_multistage_exp3,89,90,post_switch,target_post_switch,8,9,46,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],repair_subset,repair_subset,transfer,20.5,5.56936,26.14536,False,True,1,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,0,5,1,4,mostly_deep,mostly_deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,True,full_tree_child_marginal_at_switch,stage1_n3__from__root__c03,frozen_tree_post_switch,shared,True,False,False,True,0,assistant_required_but_no_tool_or_not_clean,False
