method,episode_index,phase,terminal_cost,reasoning_cost,total_cost,clear_success_proxy,auxiliary_success_proxy,strict_clean_success,oracle_action,final_action,required_modes,actual_path_modes,majority_pair,mismatch_bucket,original_task_id
epsilon_exp3,30,target_post_switch,18.5,5.026985,23.601185,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
epsilon_exp3,31,target_post_switch,5.0,5.73953,10.80603,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/fast/fast/deep,mostly_fast_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
epsilon_exp3,32,target_post_switch,19.5,5.149695,24.725595000000002,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
epsilon_exp3,33,target_post_switch,18.5,6.10851,24.68571,False,True,False,repair_all,transfer,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
epsilon_exp3,34,target_post_switch,3.0,4.68963,7.76403,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
epsilon_exp3,35,target_post_switch,13.0,5.903405,18.974805,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
epsilon_exp3,36,target_post_switch,19.5,4.540085,24.113285,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
epsilon_exp3,37,target_post_switch,0.0,4.808355,4.881455,True,True,True,repair_all,repair_all,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
epsilon_exp3,38,target_post_switch,3.0,5.29812,8.37332,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
epsilon_exp3,39,target_post_switch,13.0,5.293895,18.359995,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,0,trap_pre_switch,0.0,3.964115,4.0308150000000005,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_linear,1,trap_pre_switch,0.0,4.212765,4.278065,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,deep/fast/deep/deep/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,2,trap_pre_switch,0.0,8.47722,8.55222,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]bad_wifi_calling[PERSONA:Easy]
risky_ps_linear,3,trap_pre_switch,0.0,4.763705,4.839505,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,4,trap_pre_switch,0.0,4.32001,4.3842099999999995,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_linear,5,trap_pre_switch,0.0,4.71369,4.788889999999999,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,6,trap_pre_switch,0.0,3.482605,3.545805,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,deep/fast/deep/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]bad_wifi_calling[PERSONA:Easy]
risky_ps_linear,7,trap_pre_switch,0.0,3.994,4.0541,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,fast/fast/fast/deep/deep,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,8,trap_pre_switch,0.0,4.29379,4.366890000000001,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_linear,9,trap_pre_switch,0.0,4.28953,4.3625300000000005,True,True,True,repair_all,repair_all,fast/fast/fast/fast/fast,deep/fast/fast/deep/deep,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,10,target_post_switch,6.5,6.719885,13.275884999999999,False,False,False,repair_subset,repair_all,fast/deep/deep/deep/deep,deep/fast/fast/fast/fast,mostly_fast_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,11,target_post_switch,2.0,4.363985,6.441485,True,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,12,target_post_switch,5.0,4.971365,10.035464999999999,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/fast/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,13,target_post_switch,11.0,5.225365,16.292665,False,True,False,repair_all,repair_subset,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,14,target_post_switch,3.0,4.655885,7.724184999999999,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,15,target_post_switch,13.0,5.949975,19.025975000000003,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,16,target_post_switch,18.5,4.970715,23.544915000000003,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,17,target_post_switch,18.5,4.531425,23.099925,False,True,False,repair_all,transfer,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,18,target_post_switch,18.5,5.066225,23.625325,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/deep/deep/deep/fast,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,19,target_post_switch,13.0,5.338765,18.408065,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,20,target_post_switch,18.5,5.582365,24.158365,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,21,target_post_switch,0.0,5.44516,5.519259999999999,True,True,True,repair_all,repair_all,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,22,target_post_switch,3.0,5.29914,8.36834,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,23,target_post_switch,20.5,5.021885,25.600885,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,24,target_post_switch,18.5,5.296545,23.872844999999998,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/deep/fast/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,25,target_post_switch,18.5,5.49729,24.07299,False,True,False,repair_all,transfer,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,26,target_post_switch,4.0,6.129505,10.190705000000001,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/deep/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,27,target_post_switch,13.0,5.97495,19.03915,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/fast,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,28,target_post_switch,3.0,5.19466,8.26596,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,29,target_post_switch,0.0,5.444735,5.510834999999999,True,True,True,repair_all,repair_all,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,30,target_post_switch,4.0,6.06389,10.12979,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/deep/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,31,target_post_switch,21.5,5.292875,26.863975000000003,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,fast/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,32,target_post_switch,18.5,5.613815,24.190315,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,33,target_post_switch,0.0,6.427175,6.503675,True,True,True,repair_all,repair_all,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,34,target_post_switch,3.0,5.289535,8.357434999999999,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,35,target_post_switch,5.0,5.14073,10.203029999999998,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/fast/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,36,target_post_switch,9.0,5.30226,14.36456,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,fast/fast/fast/fast/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,37,target_post_switch,11.0,5.541575,16.624375,False,True,False,repair_all,repair_subset,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,38,target_post_switch,18.5,5.636835,24.214734999999997,False,False,False,repair_subset,transfer,fast/deep/deep/deep/deep,deep/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,39,target_post_switch,13.0,5.903745,18.975145,False,False,False,repair_subset,repair_subset,fast/deep/deep/deep/deep,deep/fast/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
