method,episode_index,repeat_index,dataset_index,schedule_phase,task_bucket,is_specialist_task,oracle_action,final_action,exact_match,policy_clean,subset_clean,strict_clean_success,policy_violation_count,subset_mismatch,raw_terminal_penalty,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,llm_call_count,prompt_tokens_total,completion_tokens_total,total_tokens_total,actual_modes,required_modes,match_count,fast_on_deep_count,deep_on_fast_count,actual_fast_count,actual_deep_count,required_fast_count,required_deep_count,mismatch_bucket,majority_pair,route_labels,route_bucket,original_task_id
risky_ps_linear,3,0,25,trap_pre_switch,trap_favoring,False,repair_subset,repair_subset,False,False,False,False,1,True,4.0,2.0,2.0,4.54128,0.0758,8.617080000000001,12,36632.0,958.0,37590.0,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,target_stage1_handoff > trap_stage2_router > barrier_stage3_gate > barrier_stage4_gate > target_stage5_decision,neutral,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard]
risky_ps_linear,4,0,36,trap_pre_switch,trap_favoring,False,repair_all,repair_all,False,True,False,False,0,True,1.5,1.5,0.0,4.31543,0.06420000000000001,5.879630000000001,12,36098.0,972.0,37070.0,deep/fast/fast/deep/deep,fast/fast/fast/fast/fast,2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,general_stage1_verify > trap_stage2_router > trap_stage3_network > general_stage4_repair > target_stage5_verify,neutral,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy]
risky_ps_linear,5,0,35,target_post_switch,target_favoring,True,repair_subset,repair_subset,True,False,True,False,1,False,2.0,0.0,2.0,4.99409,0.0752,7.0692900000000005,13,53438.0,1329.0,54767.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_safe_specialist_good,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,6,0,51,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,1,True,11.0,9.0,2.0,5.85455,0.0632,16.917749999999998,12,42988.0,993.0,43981.0,deep/fast/deep/fast/fast,fast/deep/deep/deep/deep,1,3,1,3,2,1,4,both_mismatch_types,mostly_fast_vs_mostly_deep_required,general_stage1_verify > trap_stage2_router > barrier_stage3_gate > trap_stage4_execute > trap_stage5_terminal,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,7,0,45,target_post_switch,target_favoring,True,repair_all,repair_subset,False,True,False,False,0,True,11.0,11.0,0.0,5.56173,0.0601,16.62183,12,54130.0,1422.0,55552.0,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,trap_stage1_intake > trap_stage2_router > trap_stage3_network > general_stage4_verify > target_stage5_verify,trap_like_bad,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,8,0,40,target_post_switch,target_favoring,True,repair_subset,repair_subset,True,False,True,False,1,False,2.0,0.0,2.0,4.52659,0.0726,6.59919,12,46382.0,1718.0,48100.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > general_stage2_roaming > barrier_stage3_gate > barrier_stage4_gate > barrier_stage5_transfer,trap_like_bad,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,9,0,46,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,1,True,21.5,19.5,2.0,6.151825,0.0731,27.724925,14,57011.0,1637.0,58648.0,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,2,2,1,2,3,1,4,both_mismatch_types,mostly_deep_vs_mostly_deep_required,target_stage1_handoff > general_stage2_core > trap_stage3_network > barrier_stage4_gate > barrier_stage5_transfer,target_decoy_medium,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,10,1,16,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,1,True,17.5,15.5,2.0,4.96797,0.0669,22.53487,13,47346.0,1510.0,48856.0,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,3,1,1,1,4,1,4,both_mismatch_types,mostly_deep_vs_mostly_deep_required,general_stage1_verify > trap_stage2_router > general_stage3_network > general_stage4_repair > target_stage5_decision,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,11,1,65,target_post_switch,target_favoring,True,repair_all,transfer,False,True,False,False,0,True,18.5,18.5,0.0,5.27765,0.07410000000000001,23.851750000000003,13,55138.0,1738.0,56876.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,barrier_stage1_gate > general_stage2_roaming > general_stage3_network > general_stage4_repair > target_stage5_decision,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_linear,12,1,11,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,1,True,3.0,1.0,2.0,4.701045,0.06699999999999999,7.768045,10,40045.0,1283.0,41328.0,fast/fast/deep/deep/fast,fast/deep/deep/deep/deep,3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,barrier_stage1_gate > trap_stage2_router > general_stage3_network > general_stage4_verify > trap_stage5_terminal,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy]
risky_ps_linear,13,1,17,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,1,True,20.5,18.5,2.0,5.25491,0.0616,25.816509999999997,12,44912.0,1446.0,46358.0,fast/deep/fast/deep/fast,fast/deep/deep/deep/deep,3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,trap_stage1_intake > barrier_stage2_gate > trap_stage3_network > general_stage4_verify > trap_stage5_terminal,trap_like_bad,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps_linear,14,1,67,target_post_switch,target_favoring,False,transfer,transfer,False,True,False,False,0,True,1.0,1.0,0.0,4.378605,0.07900000000000001,5.457605,13,45365.0,1537.0,46902.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,general_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_decision,target_safe_majority_bad,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None]
risky_ps_linear,15,1,35,target_post_switch,target_favoring,True,repair_subset,repair_all,False,True,False,False,0,True,6.0,6.0,0.0,6.004655,0.07900000000000001,12.083655,14,62847.0,1949.0,64796.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,general_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_decision,target_safe_specialist_good,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_linear,16,1,51,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,1,True,21.5,19.5,2.0,5.30537,0.07110000000000001,26.87647,12,53506.0,1669.0,55175.0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,general_stage1_intake > general_stage2_core > barrier_stage3_gate > general_stage4_verify > general_stage5_verify,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,17,1,45,target_post_switch,target_favoring,True,repair_all,repair_subset,False,True,False,False,0,True,11.0,11.0,0.0,5.35373,0.0717,16.42543,12,50362.0,1319.0,51681.0,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,barrier_stage1_gate > barrier_stage2_gate > general_stage3_network > general_stage4_verify > trap_stage5_terminal,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_linear,18,1,40,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,1,True,5.0,3.0,2.0,5.01456,0.0616,10.076160000000002,10,39576.0,1005.0,40581.0,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,2,3,0,4,1,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,general_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > general_stage5_verify,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_linear,19,1,46,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,1,True,14.0,12.0,2.0,4.53849,0.0799,18.61839,12,46394.0,1750.0,48144.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,barrier_stage1_gate > barrier_stage2_gate > barrier_stage3_gate > general_stage4_repair > target_stage5_verify,neutral,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
